numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,marchandises,pays,value,remarks,DoubleAccounts
13,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Huile d'olive,Royaume d'Espagne,108800,,0
14,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Légumes,Royaume d'Espagne,265100,,0
15,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Miel,Royaume d'Espagne,1800,,0
16,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Œufs,Royaume d'Espagne,53400,,0
17,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Poissons,Royaume d'Espagne,18600,,0
18,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Provisions,Royaume d'Espagne,16500,,0
19,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Riz,Royaume d'Espagne,292000,,0
20,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,sel,Royaume d'Espagne,59800,,0
21,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Vermicel,Royaume d'Espagne,20200,,0
22,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Vins divers,Royaume d'Espagne,809700,,0
23,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Vins de Bordeaux,Royaume d'Espagne,105900,,0
24,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Vins de liqueurs,Royaume d'Espagne,29000,,0
25,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Vinaigre,Royaume d'Espagne,1300,,0
26,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Volailles,Royaume d'Espagne,56600,,0
27,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Denrées coloniales réunies,Royaume d'Espagne,600,,0
28,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Liqueurs et sirops fins,Royaume d'Espagne,55300,,0
29,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Epiceries réunies,Royaume d'Espagne,160600,,0
30,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Bêtes de somme,Royaume d'Espagne,1883700,,0
31,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Coton,Royaume d'Espagne,3400,,0
32,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Fil,Royaume d'Espagne,413700,,0
33,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Laine,Royaume d'Espagne,5700,,0
34,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Articles réunis,Royaume d'Espagne,1100,,0
35,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Bois divers,Royaume d'Espagne,103000,,0
36,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,"Brai, goudron",Royaume d'Espagne,227400,,0
37,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Charbon de bois,Royaume d'Espagne,2200,,0
38,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,"Chaux, plâtre et ciment",Royaume d'Espagne,2900,,0
39,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Cire blanche et jaune,Royaume d'Espagne,459700,,0
40,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Cuirs,Royaume d'Espagne,110600,,0
41,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Graines diverses,Royaume d'Espagne,30100,,0
42,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Graines de jardin,Royaume d'Espagne,600,,0
43,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Graines de trèfle,Royaume d'Espagne,3100,,0
44,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Huile de graine,Royaume d'Espagne,149900,,0
45,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Huile de poisson,Royaume d'Espagne,9200,,0
46,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Liége en planche,Royaume d'Espagne,13600,,0
47,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Soufre,Royaume d'Espagne,1000,,0
48,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Tabac,Royaume d'Espagne,1074800,,0
49,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Articles réunis,Royaume d'Espagne,8400,,0
50,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Bestiaux,Royaume de Hollande,170700,,0
51,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Bière,Royaume de Hollande,26000,,0
52,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Biscuit de mer,Royaume de Hollande,300,,0
53,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Blés,Royaume de Hollande,2780900,,0
54,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Chairs salées,Royaume de Hollande,11000,,0
55,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Eaux-de-vie,Royaume de Hollande,1499500,,0
56,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Farine,Royaume de Hollande,18900,,0
57,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Fromage,Royaume de Hollande,3800,,0
58,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Fruits divers,Royaume de Hollande,102000,,0
59,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Fruits secs,Royaume de Hollande,707400,,0
60,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Fruits amandes,Royaume de Hollande,36500,,0
61,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Fruits châtaignes,Royaume de Hollande,16200,,0
62,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Huile d'olive,Royaume de Hollande,264600,,0
63,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Légumes,Royaume de Hollande,139200,,0
64,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Miel,Royaume de Hollande,1284100,,0
65,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Œufs,Royaume de Hollande,80800,,0
66,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Poissons,Royaume de Hollande,13400,,0
67,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Provisions,Royaume de Hollande,14100,,0
68,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Riz,Royaume de Hollande,147700,,0
69,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,sel,Royaume de Hollande,9400,,0
70,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Vermicel,Royaume de Hollande,8200,,0
71,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Vins divers,Royaume de Hollande,8236700,,0
72,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Vins de liqueurs,Royaume de Hollande,204700,,0
73,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Vinaigre,Royaume de Hollande,36200,,0
74,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Volailles,Royaume de Hollande,18900,,0
75,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Denrées coloniales réunies,Royaume de Hollande,63000,,0
76,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Liqueurs et sirops fins,Royaume de Hollande,10900,,0
77,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Sirop mélasse,Royaume de Hollande,308600,,0
78,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Coton,Royaume de Hollande,6900,,0
79,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Fil,Royaume de Hollande,463600,,0
80,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Laine,Royaume de Hollande,10900,,0
81,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Soies,Royaume de Hollande,3200,,0
82,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Articles réunis,Royaume de Hollande,6000,,0
83,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Bois divers,Royaume de Hollande,75600,,0
84,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,"Brai, goudron",Royaume de Hollande,46300,,0
85,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Charbon de bois,Royaume de Hollande,14000,,0
86,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Charbon de terre,Royaume de Hollande,1054500,,0
87,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,"Chaux, plâtre et ciment",Royaume de Hollande,139300,,0
88,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Cire blanche et jaune,Royaume de Hollande,19400,,0
89,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Cuirs,Royaume de Hollande,73000,,0
90,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Graines diverses,Royaume de Hollande,33900,,0
91,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Graines de jardin,Royaume de Hollande,40200,,0
92,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Graines de trèfle,Royaume de Hollande,1486300,,0
93,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Houblon,Royaume de Hollande,153800,,0
94,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Huile de graine,Royaume de Hollande,1963300,,0
95,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Huile de poisson,Royaume de Hollande,270100,,0
96,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Liége en planche,Royaume de Hollande,52900,,0
97,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Soufre,Royaume de Hollande,29300,,0
98,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Tabac,Royaume de Hollande,152000,,0
99,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Articles réunis,Royaume de Hollande,168500,,0
100,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Blés,Royaume de Prusse,63500,,0
101,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Huile d'olive,Royaume de Prusse,300,,0
102,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Provisions,Royaume de Prusse,5000,,0
103,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Vins divers,Royaume de Prusse,349000,,0
104,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Vinaigre,Royaume de Prusse,200,,0
105,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Denrées coloniales réunies,Royaume de Prusse,600,,0
106,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Liqueurs et sirops fins,Royaume de Prusse,200,,0
107,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Coton,Royaume de Prusse,700,,0
108,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Laine,Royaume de Prusse,900,,0
109,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Soies,Royaume de Prusse,200,,0
110,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Graines de jardin,Royaume de Prusse,600,,0
111,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Tabac,Royaume de Prusse,1800,,0
112,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Bestiaux,Etats de l'Allemagne,527300,,0
113,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Bière,Etats de l'Allemagne,17300,,0
114,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Blés,Etats de l'Allemagne,2454100,,0
115,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Chairs salées,Etats de l'Allemagne,24300,,0
116,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Eaux-de-vie,Etats de l'Allemagne,3135700,,0
117,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Farine,Etats de l'Allemagne,1400,,0
118,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Fromage,Etats de l'Allemagne,723100,,0
119,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Fruits divers,Etats de l'Allemagne,205900,,0
120,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Fruits secs,Etats de l'Allemagne,593200,,0
121,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Fruits amandes,Etats de l'Allemagne,289200,,0
122,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Fruits châtaignes,Etats de l'Allemagne,9200,,0
123,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Huile d'olive,Etats de l'Allemagne,590900,,0
124,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Légumes,Etats de l'Allemagne,172500,,0
125,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Miel,Etats de l'Allemagne,55700,,0
126,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Poissons,Etats de l'Allemagne,29400,,0
127,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Provisions,Etats de l'Allemagne,117200,,0
128,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,sel,Etats de l'Allemagne,1528900,,0
129,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Vermicel,Etats de l'Allemagne,12300,,0
130,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Vins divers,Etats de l'Allemagne,1.15E7,,0
131,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Vins de liqueurs,Etats de l'Allemagne,171000,,0
132,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Vinaigre,Etats de l'Allemagne,312300,,0
133,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Volailles,Etats de l'Allemagne,117300,,0
134,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Denrées coloniales réunies,Etats de l'Allemagne,104100,,0
135,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Liqueurs et sirops fins,Etats de l'Allemagne,155300,,0
136,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Sirop mélasse,Etats de l'Allemagne,228000,,0
137,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Epiceries réunies,Etats de l'Allemagne,700,,0
138,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Bêtes de somme,Etats de l'Allemagne,300,,0
139,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Coton,Etats de l'Allemagne,26000,,0
140,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Fil,Etats de l'Allemagne,287800,,0
141,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Laine,Etats de l'Allemagne,15500,,0
142,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Soies,Etats de l'Allemagne,2397700,,0
143,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Articles réunis,Etats de l'Allemagne,9800,,0
144,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Bois divers,Etats de l'Allemagne,465400,,0
145,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,"Brai, goudron",Etats de l'Allemagne,4300,,0
146,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Charbon de bois,Etats de l'Allemagne,167500,,0
147,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Charbon de terre,Etats de l'Allemagne,58200,,0
148,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,"Chaux, plâtre et ciment",Etats de l'Allemagne,86500,,0
149,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Cire blanche et jaune,Etats de l'Allemagne,31900,,0
150,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Cuirs,Etats de l'Allemagne,6413800,,0
151,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Graines diverses,Etats de l'Allemagne,24300,,0
152,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Graines de jardin,Etats de l'Allemagne,29300,,0
153,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Graines de trèfle,Etats de l'Allemagne,975500,,0
154,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Houblon,Etats de l'Allemagne,9200,,0
155,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Huile de graine,Etats de l'Allemagne,3261500,,0
156,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Huile de poisson,Etats de l'Allemagne,11300,,0
157,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Liége en planche,Etats de l'Allemagne,32800,,0
158,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Soufre,Etats de l'Allemagne,63700,,0
159,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Tabac,Etats de l'Allemagne,2885000,,0
160,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Articles réunis,Etats de l'Allemagne,7000,,0
161,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Bestiaux,République de Suisse,1023800,,0
162,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Bière,République de Suisse,4700,,0
163,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Blés,République de Suisse,29100,,0
164,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Chairs salées,République de Suisse,4100,,0
165,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Eaux-de-vie,République de Suisse,1129600,,0
166,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Farine,République de Suisse,17000,,0
167,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Fromage,République de Suisse,111300,,0
168,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Fruits divers,République de Suisse,150800,,0
169,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Fruits secs,République de Suisse,872500,,0
170,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Fruits châtaignes,République de Suisse,49100,,0
171,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Huile d'olive,République de Suisse,416300,,0
172,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Légumes,République de Suisse,62700,,0
173,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Miel,République de Suisse,91300,,0
174,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Poissons,République de Suisse,10900,,0
175,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Provisions,République de Suisse,17700,,0
176,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,sel,République de Suisse,2573100,,0
177,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Vermicel,République de Suisse,4200,,0
178,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Vins divers,République de Suisse,1607900,,0
179,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1810.csv,Résumé,1810,Exports,Vins de liqueurs,République de Suisse,115200,,0
