numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,prix_unitaire,quantity_unit,remarks,doubleaccounts
449,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Italie,4600,,,,0
485,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Naples et Sicile,4600,,,Chiffre illisible,0
505,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Naples et Sicile,1600,,,,0
508,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Naples et Sicile,12700,,,,0
530,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Etats de Rome,3000,,,,0
597,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Angleterre et ses colonies de l'Inde,3200,,,Chiffre illisible,0
627,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Angleterre et ses colonies de l'Inde,120100,,,,0
657,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Angleterre et ses colonies de l'Inde,54900,,,,0
669,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Angleterre et ses colonies de l'Inde,101700,,,,0
678,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Angleterre et ses colonies de l'Inde,37100,,,,0
758,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Royaume des Pays-Bas et ses colonies,65900,,,Chiffre illisible,0
796,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Royaume des Pays-Bas et ses colonies,112300,,,,0
829,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Royaume des Pays-Bas et ses colonies,106100,,,,0
843,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Royaume des Pays-Bas et ses colonies,19300,,,,0
851,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Royaume des Pays-Bas et ses colonies,16200,,,,0
918,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Etats de l'Allemagne,36100,,,,0
945,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Etats de l'Allemagne,9200,,,,0
981,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Etats de l'Allemagne,62800,,,,0
987,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Etats de l'Allemagne,32800,,,,0
992,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Etats de l'Allemagne,37300,,,,0
1049,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Suisse,18600,,,,0
1072,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Suisse,3700,,,,0
1100,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Suisse,17500,,,à voir,0
1105,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Suisse,5200,,,,0
1108,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Suisse,10900,,,,0
1157,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Royaume de Prusse,9600,,,,0
1208,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Royaume de Prusse,28000,,,,0
1210,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Royaume de Prusse,12600,,,,0
1212,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Royaume de Prusse,1200,,,,0
1230,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Empire d'Autriche,1400,,,,0
1239,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Empire d'Autriche,2900,,,,0
1271,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Villes anséatiques,3000,,,,0
1273,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Villes anséatiques,23300,,,,0
1274,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Villes anséatiques,1800,,,,0
1314,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Royaume de Danemark,800,,,,0
1316,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Royaume de Danemark,1600,,,,0
1395,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Empire de Russie,1300,,,,0
1396,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Empire de Russie,4800,,,,0
1437,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Etats-Unis d'Amérique,4800,,,,0
1454,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Etats-Unis d'Amérique,300,,,,0
1468,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Etats-Unis d'Amérique,4900,,,,0
1475,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Etats-Unis d'Amérique,36200,,,,0
1480,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Etats-Unis d'Amérique,6200,,,,0
1524,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Empire Ottoman,1400,,,,0
1534,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Empire Ottoman,700,,,,0
1548,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Empire Ottoman,3600,,,,0
1552,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Empire Ottoman,51900,,,,0
1558,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Empire Ottoman,8600,,,,0
1620,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis,Colonies françaises,30900,,,,0
119,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis de peu de valeur,Royaume d'Espagne et ses colonies,4000,,,,0
188,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis de peu de valeur,Royaume de Portugal et ses colonies,1500,,,,0
329,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis de peu de valeur,Royaume de Sardaigne,1500,,,,0
450,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis de peu de valeur,Italie,700,,,,0
510,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis de peu de valeur,Naples et Sicile,800,,,,0
531,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis de peu de valeur,Etats de Rome,1100,,,,0
679,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis de peu de valeur,Angleterre et ses colonies de l'Inde,9600,,,,0
852,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis de peu de valeur,Royaume des Pays-Bas et ses colonies,9700,,,,0
993,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis de peu de valeur,Etats de l'Allemagne,1400,,,,0
1109,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis de peu de valeur,Suisse,3400,,,,0
1213,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis de peu de valeur,Royaume de Prusse,1800,,,,0
1275,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis de peu de valeur,Villes anséatiques,900,,,,0
1319,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis de peu de valeur,Royaume de Danemark,400,,,,0
1351,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis de peu de valeur,Royaume de Suède,700,,,,0
1397,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis de peu de valeur,Empire de Russie,800,,,,0
1481,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis de peu de valeur,Etats-Unis d'Amérique,500,,,,0
1559,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis de peu de valeur,Empire Ottoman,300,,,,0
1580,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis de peu de valeur,Saint Domingue,3600,,,,0
1624,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Articles réunis de peu de valeur,Colonies françaises,39400,,,,0
33,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Avelanèdes,Royaume d'Espagne et ses colonies,300,"29,8123269408",quintaux,,0
225,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Avelanèdes,Royaume de Sardaigne,30200,"29,8123269408",quintaux,,0
362,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Avelanèdes,Italie,223900,"29,8123269408",quintaux,,0
471,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Avelanèdes,Naples et Sicile,18600,"29,8123269408",quintaux,,0
716,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Avelanèdes,Royaume des Pays-Bas et ses colonies,6500,"29,8123269408",quintaux,,0
888,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Avelanèdes,Etats de l'Allemagne,500,"29,8123269408",quintaux,,0
1507,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Avelanèdes,Empire Ottoman,10700,"29,8123269408",quintaux,,0
761,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Azur et cobalte,Royaume des Pays-Bas et ses colonies,259000,"300,4416403785",quintaux,,0
921,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Azur et cobalte,Etats de l'Allemagne,209000,"300,4416403785",quintaux,,0
1160,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Azur et cobalte,Royaume de Prusse,7500,"300,4416403785",quintaux,,0
1339,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Azur et cobalte,Royaume de Suède,600,"300,4416403785",quintaux,,0
142,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Baleine,Royaume de Portugal et ses colonies,379900,"601,0794896958",quintaux,,0
226,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Baleine,Royaume de Sardaigne,5300,"601,0794896958",quintaux,,0
562,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Baleine,Angleterre et ses colonies de l'Inde,152700,"601,0794896958",quintaux,,0
717,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Baleine,Royaume des Pays-Bas et ses colonies,15700,"601,0794896958",quintaux,,0
1246,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Baleine,Villes anséatiques,49500,"601,0794896958",quintaux,,0
1290,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Baleine,Royaume de Danemark,9400,"601,0794896958",quintaux,,0
658,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Benjoin,Angleterre et ses colonies de l'Inde,4200,1000,quintaux,,0
830,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Benjoin,Royaume des Pays-Bas et ses colonies,24500,1000,quintaux,,0
1469,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Benjoin,Etats-Unis d'Amérique,30500,1000,quintaux,,0
1549,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Benjoin,Empire Ottoman,800,1000,quintaux,,0
1,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Bestiaux,Royaume d'Espagne et ses colonies,254300,,,Impossible de calculer un prix unitaire car quantité par animal,0
190,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Bestiaux,Royaume de Sardaigne,1340800,,,Impossible de calculer un prix unitaire car quantité par animal,0
331,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Bestiaux,Italie,13400,,,Impossible de calculer un prix unitaire car quantité par animal,0
532,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Bestiaux,Angleterre et ses colonies de l'Inde,1500,,,Impossible de calculer un prix unitaire car quantité par animal,0
681,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Bestiaux,Royaume des Pays-Bas et ses colonies,5493700,,,Impossible de calculer un prix unitaire car quantité par animal,0
854,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Bestiaux,Etats de l'Allemagne,2820100,,,Impossible de calculer un prix unitaire car quantité par animal,0
995,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Bestiaux,Suisse,572300,,,Impossible de calculer un prix unitaire car quantité par animal,0
1111,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Bestiaux,Royaume de Prusse,884200,,,Impossible de calculer un prix unitaire car quantité par animal,0
25,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Bêtes de somme,Royaume d'Espagne et ses colonies,40000,,,Impossible de calculer un prix unitaire car quantité par animal,0
215,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Bêtes de somme,Royaume de Sardaigne,420900,,,Impossible de calculer un prix unitaire car quantité par animal,0
353,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Bêtes de somme,Italie,1000,,,Impossible de calculer un prix unitaire car quantité par animal,0
556,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Bêtes de somme,Angleterre et ses colonies de l'Inde,324800,,,Impossible de calculer un prix unitaire car quantité par animal,0
707,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Bêtes de somme,Royaume des Pays-Bas et ses colonies,944500,,,Impossible de calculer un prix unitaire car quantité par animal,0
877,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Bêtes de somme,Etats de l'Allemagne,220500,,,Impossible de calculer un prix unitaire car quantité par animal,0
1125,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Bêtes de somme,Royaume de Prusse,64200,,,Impossible de calculer un prix unitaire car quantité par animal,0
1500,David Cassagnes,AN F12 251,National/Résumé/AN/F_12_251/1818.csv,Résumé,1818,Imports,Bêtes de somme,Empire Ottoman,5500,,,Impossible de calculer un prix unitaire car quantité par animal,0
