,Data entry by,Source,Year,Sheet,Marchandises concaténées,Pays,Leur valeur,Leur Valeur (sub-total 1),Total,Par section,Par classe,Remarks,,
22,Fatima zahra,AN/F12/272,1787,2,1///Subsistances///Riz,République de Gènes,401 200,,2 260 000,46 240 300,204 651 300,,,
23,Fatima zahra,AN/F12/273,1787,2,1///Subsistances///Riz,Empire ottoman et babbarie,3 500,,2 260 000,46 240 300,204 651 300,,,
24,Fatima zahra,AN/F12/274,1787,3,1///Subsistances///Riz,Royaume de naples,6 600,,2 260 000,46 240 300,204 651 300,,,
25,Fatima zahra,AN/F12/275,1787,3,1///Subsistances///Riz,Royaume de sardaigne ,734 000,,2 260 000,46 240 300,204 651 300,,,
26,Fatima zahra,AN/F12/276,1787,3,1///Subsistances///Riz,Empire d'Autriche ,62 700,,2 260 000,46 240 300,204 651 300,,,
27,Fatima zahra,AN/F12/277,1787,3,1///Subsistances///Riz,Royaume de Portugal,45 100,,2 260 000,46 240 300,204 651 300,,,
28,Fatima zahra,AN/F12/278,1787,3,1///Subsistances///Riz,Angleterre,228 500,,2 260 000,46 240 300,204 651 300,,,
29,Fatima zahra,AN/F12/279,1787,3,1///Subsistances///Riz,République de VENISE,15 200,,2 260 000,46 240 300,204 651 300,,,
30,Fatima zahra,AN/F12/280,1787,3,1///Subsistances///Riz,"Colonies francaises en Amérique,Asie et afrique",181 700,,2 260 000,46 240 300,204 651 300,,,
31,Fatima zahra,AN/F12/281,1787,2,1///Subsistances///Farine et biscuit de mer,Royaume d'Espagne,39 900,,236 100,46 240 300,204 651 300,,,
32,Fatima zahra,AN/F12/282,1787,2,1///Subsistances///Farine et biscuit de mer,Milanes et toscane,19 200,,236 100,46 240 300,204 651 300,,,
33,Fatima zahra,AN/F12/283,1787,2,1///Subsistances///Farine et biscuit de mer,République de Gènes,1 700,,236 100,46 240 300,204 651 300,,,
34,Fatima zahra,AN/F12/284,1787,3,1///Subsistances///Farine et biscuit de mer,Royaume de sardaigne ,6 200,,236 100,46 240 300,204 651 300,,,
35,Fatima zahra,AN/F12/285,1787,3,1///Subsistances///Farine et biscuit de mer,Empire d'Autriche ,62 800,,236 100,46 240 300,204 651 300,,,
36,Fatima zahra,AN/F12/286,1787,3,1///Subsistances///Farine et biscuit de mer,Angleterre,106 300,,236 100,46 240 300,204 651 300,,,
37,Fatima zahra,AN/F12/287,1787,2,1///Subsistances///Légumes,Royaume d'Espagne,15 200,,955 800,46 240 300,204 651 300,,,
38,Fatima zahra,AN/F12/288,1787,2,1///Subsistances///Légumes,Hollande,211 300,,955 800,46 240 300,204 651 300,,,
39,Fatima zahra,AN/F12/289,1787,2,1///Subsistances///Légumes,Villes anséatiques,16 300,,955 800,46 240 300,204 651 300,,,
40,Fatima zahra,AN/F12/290,1787,2,1///Subsistances///Légumes,Royaume de Danemarck,9 000,,955 800,46 240 300,204 651 300,,,
41,Fatima zahra,AN/F12/291,1787,2,1///Subsistances///Légumes,Milanes et toscane,37 700,,955 800,46 240 300,204 651 300,,,
42,Fatima zahra,AN/F12/292,1787,2,1///Subsistances///Légumes,République de Gènes,21 000,,955 800,46 240 300,204 651 300,,,
43,Fatima zahra,AN/F12/293,1787,2,1///Subsistances///Légumes,Empire ottoman et babbarie,299 300,,955 800,46 240 300,204 651 300,,,
44,Fatima zahra,AN/F12/294,1787,3,1///Subsistances///Légumes,Royaume de naples,191 100,,955 800,46 240 300,204 651 300,,,
45,Fatima zahra,AN/F12/295,1787,3,1///Subsistances///Légumes,Empire d'Autriche ,2 200,,955 800,46 240 300,204 651 300,,,
46,Fatima zahra,AN/F12/296,1787,3,1///Subsistances///Légumes,Etats de Rome,109 800,,955 800,46 240 300,204 651 300,,,
47,Fatima zahra,AN/F12/297,1787,3,1///Subsistances///Légumes,Angleterre,16 400,,955 800,46 240 300,204 651 300,,,
48,Fatima zahra,AN/F12/298,1787,3,1///Subsistances///Légumes,Republique de Venise,26 500,,955 800,46 240 300,204 651 300,,,
49,Fatima zahra,AN/F12/299,1787,2,"1///Subsistances///Bestiaux en bœufs,vaches,porcs moutons",Royaume d'Espagne,108 200,,6 474 100,46 240 300,204 651 300,,,
50,Fatima zahra,AN/F12/300,1787,2,"1///Subsistances///Bestiaux en bœufs,vaches,porcs moutons",Hollande,13 100,,6 474 100,46 240 300,204 651 300,,,
51,Fatima zahra,AN/F12/301,1787,2,"1///Subsistances///Bestiaux en bœufs,vaches,porcs moutons",Etats d'Allemagne,903 000,,6 474 100,46 240 300,204 651 300,,,
52,Fatima zahra,AN/F12/302,1787,2,"1///Subsistances///Bestiaux en bœufs,vaches,porcs moutons",Republique de Suisse,222 500,,6 474 100,46 240 300,204 651 300,,,
53,Fatima zahra,AN/F12/303,1787,3,"1///Subsistances///Bestiaux en bœufs,vaches,porcs moutons",Royaume de sardaigne ,886 000,,6 474 100,46 240 300,204 651 300,,,
54,Fatima zahra,AN/F12/304,1787,3,"1///Subsistances///Bestiaux en bœufs,vaches,porcs moutons",Empire d'Autriche ,4 341 300,,6 474 100,46 240 300,204 651 300,,,
55,Fatima zahra,AN/F12/305,1787,2,1///Subsistances///Chairs salées,Royaume d'Espagne,10 300,,2 976 700,46 240 300,204 651 300,,,
56,Fatima zahra,AN/F12/306,1787,2,1///Subsistances///Chairs salées,Hollande,177 100,,2 976 700,46 240 300,204 651 300,,,
57,Fatima zahra,AN/F12/307,1787,2,1///Subsistances///Chairs salées,Royaume de Prusse,1 700,,2 976 700,46 240 300,204 651 300,,,
58,Fatima zahra,AN/F12/308,1787,2,1///Subsistances///Chairs salées,Etats d'Allemagne,24 400,,2 976 700,46 240 300,204 651 300,,,
59,Fatima zahra,AN/F12/309,1787,2,1///Subsistances///Chairs salées,Etats-Unis d'Amérique,1 200,,2 976 700,46 240 300,204 651 300,,,
60,Fatima zahra,AN/F12/310,1787,2,1///Subsistances///Chairs salées,Villes anséatiques,17 000,,2 976 700,46 240 300,204 651 300,,,
61,Fatima zahra,AN/F12/311,1787,2,1///Subsistances///Chairs salées,Royaume de Danemarck,57 800,,2 976 700,46 240 300,204 651 300,,,
62,Fatima zahra,AN/F12/312,1787,2,1///Subsistances///Chairs salées,Milanes et toscane,13 500,,2 976 700,46 240 300,204 651 300,,,
63,Fatima zahra,AN/F12/313,1787,3,1///Subsistances///Chairs salées,Royaume de sardaigne,1 800,,2 976 700,46 240 300,204 651 300,,,
64,Fatima zahra,AN/F12/314,1787,3,1///Subsistances///Chairs salées,Empire d'Autriche ,3 100,,2 976 700,46 240 300,204 651 300,,,
65,Fatima zahra,AN/F12/315,1787,3,1///Subsistances///Chairs salées,Empire de Russie,4 500,,2 976 700,46 240 300,204 651 300,,,
66,Fatima zahra,AN/F12/316,1787,3,1///Subsistances///Chairs salées,Angleterre,2 664 300,,2 976 700,46 240 300,204 651 300,,,
67,Fatima zahra,AN/F12/317,1787,2,1///Subsistances///Fromage,Royaume d'Espagne,8 000,,4 542 400,46 240 300,204 651 300,,,
68,Fatima zahra,AN/F12/318,1787,2,1///Subsistances///Fromage,Hollande,3 107 400,,4 542 400,46 240 300,204 651 300,,,
69,Fatima zahra,AN/F12/319,1787,2,1///Subsistances///Fromage,Royaume de Prusse,7 200,,4 542 400,46 240 300,204 651 300,,,
70,Fatima zahra,AN/F12/320,1787,2,1///Subsistances///Fromage,Republique de Suisse,1 206 200,,4 542 400,46 240 300,204 651 300,,,
71,Fatima zahra,AN/F12/321,1787,2,1///Subsistances///Fromage,Etats-Unis d'Amérique,1 700,,4 542 400,46 240 300,204 651 300,,,
72,Fatima zahra,AN/F12/322,1787,2,1///Subsistances///Fromage,Villes anséatiques,38 900,,4 542 400,46 240 300,204 651 300,,,
73,Fatima zahra,AN/F12/323,1787,2,1///Subsistances///Fromage,Milanes et toscane,2 200,,4 542 400,46 240 300,204 651 300,,,
74,Fatima zahra,AN/F12/324,1787,2,1///Subsistances///Fromage,Republique de Gènes,34 800,,4 542 400,46 240 300,204 651 300,,,
75,Fatima zahra,AN/F12/325,1787,3,1///Subsistances///Fromage,Royaume de sardaigne,103 300,,4 542 400,46 240 300,204 651 300,,,
76,Fatima zahra,AN/F12/326,1787,3,1///Subsistances///Fromage,Empire d'Autriche ,1 300,,4 542 400,46 240 300,204 651 300,,,
77,Fatima zahra,AN/F12/327,1787,3,1///Subsistances///Fromage,Angleterre,31 400,,4 542 400,46 240 300,204 651 300,,,
78,Fatima zahra,AN/F12/328,1787,2,1///Subsistances///Poissons de toute sorte,Royaume d'Espagne,731 300,,2 599 300,46 240 300,204 651 300,,,
79,Fatima zahra,AN/F12/329,1787,2,1///Subsistances///Poissons de toute sorte,Hollande,217 500,,2 599 300,46 240 300,204 651 300,,,
80,Fatima zahra,AN/F12/330,1787,2,1///Subsistances///Poissons de toute sorte,Royaume de Prusse,2 800,,2 599 300,46 240 300,204 651 300,,,
81,Fatima zahra,AN/F12/331,1787,2,1///Subsistances///Poissons de toute sorte,Etats-Unis d'Amérique,56 900,,2 599 300,46 240 300,204 651 300,,,
82,Fatima zahra,AN/F12/332,1787,2,1///Subsistances///Poissons de toute sorte,Villes anséatiques,15 300,,2 599 300,46 240 300,204 651 300,,,
83,Fatima zahra,AN/F12/333,1787,2,1///Subsistances///Poissons de toute sorte,Royaume de Danemarck,623 500,,2 599 300,46 240 300,204 651 300,,,
84,Fatima zahra,AN/F12/334,1787,2,1///Subsistances///Poissons de toute sorte,Royaume de Suede,80 900,,2 599 300,46 240 300,204 651 300,,,
85,Fatima zahra,AN/F12/335,1787,2,1///Subsistances///Poissons de toute sorte,Milanes et toscane,8 900,,2 599 300,46 240 300,204 651 300,,,
86,Fatima zahra,AN/F12/336,1787,2,1///Subsistances///Poissons de toute sorte,Republique de Genes,113 700,,2 599 300,46 240 300,204 651 300,,,
87,Fatima zahra,AN/F12/337,1787,3,1///Subsistances///Poissons de toute sorte,Royaume de sardaigne,219 300,,2 599 300,46 240 300,204 651 300,,,
88,Fatima zahra,AN/F12/338,1787,3,1///Subsistances///Poissons de toute sorte,Empire d'Autriche ,274 800,,2 599 300,46 240 300,204 651 300,,,
89,Fatima zahra,AN/F12/339,1787,3,1///Subsistances///Poissons de toute sorte,Empire de Russie,2 000,,2 599 300,46 240 300,204 651 300,,,
90,Fatima zahra,AN/F12/340,1787,3,1///Subsistances///Poissons de toute sorte,Angleterre,252 400,,2 599 300,46 240 300,204 651 300,,,
91,Fatima zahra,AN/F12/341,1787,2,1///Subsistances///Huile d'olive,Royaume d'Espagne,1 800 800,,3 906 800,46 240 300,204 651 300,,,
92,Fatima zahra,AN/F12/342,1787,2,1///Subsistances///Huile d'olive,Milanes et toscane,85 000,,3 906 800,46 240 300,204 651 300,,,
93,Fatima zahra,AN/F12/343,1787,2,1///Subsistances///Huile d'olive,Republique de genes,1 910 900,,3 906 800,46 240 300,204 651 300,,,
94,Fatima zahra,AN/F12/344,1787,3,1///Subsistances///Huile d'olive,Royaume de Portugal,98 200,,3 906 800,46 240 300,204 651 300,,,
95,Fatima zahra,AN/F12/345,1787,3,1///Subsistances///Huile d'olive,Etats de Rome,11 900,,3 906 800,46 240 300,204 651 300,,,
96,Fatima zahra,AN/F12/346,1787,2,"1///Subsistances///Fruits verts, en oranges et citrons",Royaume d'Espagne,169 800,,1 145 300,46 240 300,204 651 300,,,
97,Fatima zahra,AN/F12/347,1787,2,"1///Subsistances///Fruits verts, en oranges et citrons",Republique de genes,403 600,,1 145 300,46 240 300,204 651 300,,,
98,Fatima zahra,AN/F12/348,1787,3,"1///Subsistances///Fruits verts, en oranges et citrons",Royaume de sardaigne,117 000,,1 145 300,46 240 300,204 651 300,,,
99,Fatima zahra,AN/F12/349,1787,3,"1///Subsistances///Fruits verts, en oranges et citrons",Empire d'Autriche ,12 400,,1 145 300,46 240 300,204 651 300,,,
100,Fatima zahra,AN/F12/350,1787,3,"1///Subsistances///Fruits verts, en oranges et citrons",Royaume de Portugal,441 200,,1 145 300,46 240 300,204 651 300,,,
101,Fatima zahra,AN/F12/351,1787,3,"1///Subsistances///Fruits verts, en oranges et citrons",Etats de Rome,1 300,,1 145 300,46 240 300,204 651 300,,,
102,Fatima zahra,AN/F12/352,1787,2,"1///Subsistances///Fruits secs, en amandes, figues et raisins",Royaume d'Espagne,738 900,,1 961 500,46 240 300,204 651 300,,,
103,Fatima zahra,AN/F12/353,1787,2,"1///Subsistances///Fruits secs, en amandes, figues et raisins",Hollande,32 700,,1 961 500,46 240 300,204 651 300,,,
104,Fatima zahra,AN/F12/354,1787,2,"1///Subsistances///Fruits secs, en amandes, figues et raisins",Etats-Unis d'Amérique,7 300,,1 961 500,46 240 300,204 651 300,,,
105,Fatima zahra,AN/F12/355,1787,2,"1///Subsistances///Fruits secs, en amandes, figues et raisins",Villes anséatiques,12 700,,1 961 500,46 240 300,204 651 300,,,
106,Fatima zahra,AN/F12/356,1787,2,"1///Subsistances///Fruits secs, en amandes, figues et raisins",Milanes et toscane,20 700,,1 961 500,46 240 300,204 651 300,,,
107,Fatima zahra,AN/F12/357,1787,2,"1///Subsistances///Fruits secs, en amandes, figues et raisins",Republique de Genes,162 600,,1 961 500,46 240 300,204 651 300,,,
108,Fatima zahra,AN/F12/358,1787,2,"1///Subsistances///Fruits secs, en amandes, figues et raisins",Empire ottoman et babbarie,266 200,,1 961 500,46 240 300,204 651 300,,,
109,Fatima zahra,AN/F12/359,1787,3,"1///Subsistances///Fruits secs, en amandes, figues et raisins",Royaume de Naples,469 800,,1 961 500,46 240 300,204 651 300,,,
110,Fatima zahra,AN/F12/360,1787,3,"1///Subsistances///Fruits secs, en amandes, figues et raisins",Royaume de sardaigne,48 300,,1 961 500,46 240 300,204 651 300,,,
111,Fatima zahra,AN/F12/361,1787,3,"1///Subsistances///Fruits secs, en amandes, figues et raisins",Empire d'Autriche ,30 500,,1 961 500,46 240 300,204 651 300,,,
112,Fatima zahra,AN/F12/362,1787,3,"1///Subsistances///Fruits secs, en amandes, figues et raisins",Royaume de Portugal,160 200,,1 961 500,46 240 300,204 651 300,,,
113,Fatima zahra,AN/F12/363,1787,3,"1///Subsistances///Fruits secs, en amandes, figues et raisins",Etats de Rome,1 700,,1 961 500,46 240 300,204 651 300,,,
114,Fatima zahra,AN/F12/364,1787,3,"1///Subsistances///Fruits secs, en amandes, figues et raisins",Angleterre,8 800,,1 961 500,46 240 300,204 651 300,,,
115,Fatima zahra,AN/F12/365,1787,3,"1///Subsistances///Fruits secs, en amandes, figues et raisins",Republique de Venise,1 100,,1 961 500,46 240 300,204 651 300,,,
116,Fatima zahra,AN/F12/366,1787,2,1///Subsistances///Vins,Royaume d'Espagne,743 200,,1 430 000,46 240 300,204 651 300,,le total devrait être ,1 425 500
117,Fatima zahra,AN/F12/367,1787,2,1///Subsistances///Vins,Hollande,10 000,,1 430 000,46 240 300,204 651 300,,,
118,Fatima zahra,AN/F12/368,1787,2,1///Subsistances///Vins,Etats d'Allemagne,4 300,,1 430 000,46 240 300,204 651 300,,,
119,Fatima zahra,AN/F12/369,1787,2,1///Subsistances///Vins,Republique de Suisse,2 100,,1 430 000,46 240 300,204 651 300,,,
120,Fatima zahra,AN/F12/370,1787,2,1///Subsistances///Vins,Villes anséatiques,6 900,,1 430 000,46 240 300,204 651 300,,,
121,Fatima zahra,AN/F12/371,1787,2,1///Subsistances///Vins,Milanes et toscane,1 600,,1 430 000,46 240 300,204 651 300,,,
122,Fatima zahra,AN/F12/372,1787,2,1///Subsistances///Vins,Republique de Genes,1 000,,1 430 000,46 240 300,204 651 300,,,
123,Fatima zahra,AN/F12/373,1787,3,1///Subsistances///Vins,Royaume de naples,3 700,,1 430 000,46 240 300,204 651 300,,,
124,Fatima zahra,AN/F12/374,1787,3,1///Subsistances///Vins,Royaume de sardaigne,4 200,,1 430 000,46 240 300,204 651 300,,,
125,Fatima zahra,AN/F12/375,1787,3,1///Subsistances///Vins,Empire d'Autriche ,250 400,,1 430 000,46 240 300,204 651 300,,,
126,Fatima zahra,AN/F12/376,1787,3,1///Subsistances///Vins,Royaume de Portugal,332 700,,1 430 000,46 240 300,204 651 300,,,
127,Fatima zahra,AN/F12/377,1787,3,1///Subsistances///Vins,Angleterre,12 700,,1 430 000,46 240 300,204 651 300,,,
128,Fatima zahra,AN/F12/378,1787,3,1///Subsistances///Vins,"Colonies francaises en Amérique,Asie et afrique",52 700,,1 430 000,46 240 300,204 651 300,,,
129,Fatima zahra,AN/F12/379,1787,2,1///Subsistances///Eaux-de-vie,Royaume d'Espagne,3 570 600,,5 423 200,46 240 300,204 651 300,,,
130,Fatima zahra,AN/F12/380,1787,2,1///Subsistances///Eaux-de-vie,Hollande,1 556 800,,5 423 200,46 240 300,204 651 300,,,
131,Fatima zahra,AN/F12/381,1787,3,1///Subsistances///Eaux-de-vie,Empire d'Autriche ,79 900,,5 423 200,46 240 300,204 651 300,,,
132,Fatima zahra,AN/F12/382,1787,3,1///Subsistances///Eaux-de-vie,Royaume de Portugal,4 700,,5 423 200,46 240 300,204 651 300,,,
133,Fatima zahra,AN/F12/383,1787,3,1///Subsistances///Eaux-de-vie,Angleterre,211 200,,5 423 200,46 240 300,204 651 300,,,
134,Fatima zahra,AN/F12/384,1787,3,1///Subsistances///Beurre,Angleterre,2 326 400,,2 326 400,46 240 300,204 651 300,,,
135,Fatima zahra,AN/F12/385,1787,2,1///Subsistances///Provisions diverses,Royaume d'Espagne,57 200,,1 540 500,46 240 300,204 651 300,,,
136,Fatima zahra,AN/F12/386,1787,2,1///Subsistances///Provisions diverses,Hollande,384 200,,1 540 500,46 240 300,204 651 300,,,
137,Fatima zahra,AN/F12/387,1787,2,1///Subsistances///Provisions diverses,Royaume de Prusse,16 200,,1 540 500,46 240 300,204 651 300,,,
138,Fatima zahra,AN/F12/388,1787,2,1///Subsistances///Provisions diverses,Etats d'Allemagne,4 100,,1 540 500,46 240 300,204 651 300,,,
139,Fatima zahra,AN/F12/389,1787,2,1///Subsistances///Provisions diverses,Republique de Suisse,10 800,,1 540 500,46 240 300,204 651 300,,,
140,Fatima zahra,AN/F12/390,1787,2,1///Subsistances///Provisions diverses,Etats-Unis d'Amérique,1 000,,1 540 500,46 240 300,204 651 300,,,
141,Fatima zahra,AN/F12/391,1787,2,1///Subsistances///Provisions diverses,Villes anséatiques,42 400,,1 540 500,46 240 300,204 651 300,,,
142,Fatima zahra,AN/F12/392,1787,2,1///Subsistances///Provisions diverses,Royaume de Danemarck,5 900,,1 540 500,46 240 300,204 651 300,,,
143,Fatima zahra,AN/F12/393,1787,2,1///Subsistances///Provisions diverses,Milanes de Toscane,15 500,,1 540 500,46 240 300,204 651 300,,,
144,Fatima zahra,AN/F12/394,1787,2,1///Subsistances///Provisions diverses,Republique de Genes,339 400,,1 540 500,46 240 300,204 651 300,,,
145,Fatima zahra,AN/F12/395,1787,3,1///Subsistances///Provisions diverses,Royaume de Naples,73 700,,1 540 500,46 240 300,204 651 300,,,
146,Fatima zahra,AN/F12/396,1787,3,1///Subsistances///Provisions diverses,Royaume de Sardaigne,193 400,,1 540 500,46 240 300,204 651 300,,,
147,Fatima zahra,AN/F12/397,1787,3,1///Subsistances///Provisions diverses,Empire d'Autriche ,94 400,,1 540 500,46 240 300,204 651 300,,,
148,Fatima zahra,AN/F12/398,1787,3,1///Subsistances///Provisions diverses,Royaume de Portugal,74 800,,1 540 500,46 240 300,204 651 300,,,
149,Fatima zahra,AN/F12/399,1787,3,1///Subsistances///Provisions diverses,Angleterre,227 500,,1 540 500,46 240 300,204 651 300,,,
150,Fatima zahra,AN/F12/400,1787,2,2///Subsistances///Cacao,Royaume d'Espagne,589 000,,1 794 700,151 238 900,204 651 300,,,
151,Fatima zahra,AN/F12/401,1787,2,2///Subsistances///Cacao,Hollande,97 000,,1 794 700,151 238 900,204 651 300,,,
152,Fatima zahra,AN/F12/402,1787,2,2///Subsistances///Cacao,Republique de Genes,7 500,,1 794 700,151 238 900,204 651 300,,,
153,Fatima zahra,AN/F12/403,1787,3,2///Subsistances///Cacao,Empire d'Autriche ,10 700,,1 794 700,151 238 900,204 651 300,,,
154,Fatima zahra,AN/F12/404,1787,3,2///Subsistances///Cacao,Royaume de Portugal,115 200,,1 794 700,151 238 900,204 651 300,,,
155,Fatima zahra,AN/F12/405,1787,3,2///Subsistances///Cacao,Angleterre,19 900,,1 794 700,151 238 900,204 651 300,,,
156,Fatima zahra,AN/F12/406,1787,3,2///Subsistances///Cacao,"Colonies francaises en Amérique,Asie et afrique",955 400,,1 794 700,151 238 900,204 651 300,,,
157,Fatima zahra,AN/F12/407,1787,2,2///Subsistances///Café,Hollande,4 300,,76 651 600,151 238 900,204 651 300,,,
158,Fatima zahra,AN/F12/408,1787,2,2///Subsistances///Café,Empire ottoman et Barbarie,272 400,,76 651 600,151 238 900,204 651 300,,,
159,Fatima zahra,AN/F12/409,1787,3,2///Subsistances///Café,Empire d'Autriche ,13 900,,76 651 600,151 238 900,204 651 300,,,
160,Fatima zahra,AN/F12/410,1787,3,2///Subsistances///Café,Royaume de Portugal,29 700,,76 651 600,151 238 900,204 651 300,,,
161,Fatima zahra,AN/F12/411,1787,3,2///Subsistances///Café,Angleterre,300 000,,76 651 600,151 238 900,204 651 300,,,
162,Fatima zahra,AN/F12/412,1787,3,2///Subsistances///Café,"Colonies francaises en Amérique,Asie et afrique",76 031 300,,76 651 600,151 238 900,204 651 300,,,
163,Fatima zahra,AN/F12/413,1787,2,2///Subsistances///Sucre,Royaume d'Espagne,3 000,,71 185 300,151 238 900,204 651 300,,,
164,Fatima zahra,AN/F12/414,1787,2,2///Subsistances///Sucre,Hollande,178 000,,71 185 300,151 238 900,204 651 300,,,
165,Fatima zahra,AN/F12/415,1787,3,2///Subsistances///Sucre,Empire d'Autriche ,12 300,,71 185 300,151 238 900,204 651 300,,,
166,Fatima zahra,AN/F12/416,1787,3,2///Subsistances///Sucre,Angleterre,386 700,,71 185 300,151 238 900,204 651 300,,,
167,Fatima zahra,AN/F12/417,1787,3,2///Subsistances///Sucre,"Colonies francaises en Amérique,Asie et afrique",70 605 300,,71 185 300,151 238 900,204 651 300,,,
168,Fatima zahra,AN/F12/418,1787,2,2///Subsistances///Thé,Royaume d'Espagne,1 600,,1 232 600,151 238 900,204 651 300,,,
169,Fatima zahra,AN/F12/419,1787,2,2///Subsistances///Thé,Hollande,180 000,,1 232 600,151 238 900,204 651 300,,,
170,Fatima zahra,AN/F12/420,1787,2,2///Subsistances///Thé,Villes anséatiques,2 600,,1 232 600,151 238 900,204 651 300,,,
171,Fatima zahra,AN/F12/421,1787,2,2///Subsistances///Thé,Royaume de Suede,93 600,,1 232 600,151 238 900,204 651 300,,,
172,Fatima zahra,AN/F12/422,1787,3,2///Subsistances///Thé,Empire d'Autriche ,151 400,,1 232 600,151 238 900,204 651 300,,,
173,Fatima zahra,AN/F12/423,1787,3,2///Subsistances///Thé,Angleterre,42 700,,1 232 600,151 238 900,204 651 300,,,
174,Fatima zahra,AN/F12/424,1787,3,2///Subsistances///Thé,"Colonies francaises en Amérique,Asie et afrique",760 700,,1 232 600,151 238 900,204 651 300,,,
175,Fatima zahra,AN/F12/425,1787,2,2///Subsistances///Liqueurs et sirops,Republique de Suisse,7 200,,267 700,151 238 900,204 651 300,,,
176,Fatima zahra,AN/F12/426,1787,2,2///Subsistances///Liqueurs et sirops,Etats-Unis d'Amérique,1 600,,267 700,151 238 900,204 651 300,,,
177,Fatima zahra,AN/F12/427,1787,2,2///Subsistances///Liqueurs et sirops,Villes anséatiques,10 600,,267 700,151 238 900,204 651 300,,,
178,Fatima zahra,AN/F12/428,1787,2,2///Subsistances///Liqueurs et sirops,Milanes et toscane,14 000,,267 700,151 238 900,204 651 300,,,
179,Fatima zahra,AN/F12/429,1787,2,2///Subsistances///Liqueurs et sirops,Republique de Genes,1 100,,267 700,151 238 900,204 651 300,,,
180,Fatima zahra,AN/F12/430,1787,3,2///Subsistances///Liqueurs et sirops,Royaume de sardaigne,9 900,,267 700,151 238 900,204 651 300,,,
181,Fatima zahra,AN/F12/431,1787,3,2///Subsistances///Liqueurs et sirops,Empire d'Autriche ,5 900,,267 700,151 238 900,204 651 300,,,
182,Fatima zahra,AN/F12/432,1787,3,2///Subsistances///Liqueurs et sirops,Royaume de Portugal,1 700,,267 700,151 238 900,204 651 300,,,
183,Fatima zahra,AN/F12/433,1787,3,2///Subsistances///Liqueurs et sirops,Angleterre,85 100,,267 700,151 238 900,204 651 300,,,
