numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,remarks,DoubleAccounts
23,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Cuirs apprêtés,Royaume d'Espagne,290898,,0
24,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Graines de jardin,Royaume d'Espagne,1817,,0
25,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Huile de graine,Royaume d'Espagne,13910,,0
26,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Charbons,Royaume d'Espagne,22822,,0
27,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Tabacs,Royaume d'Espagne,424182,,0
28,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Articles réunis,Royaume d'Espagne,31344,,0
29,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Garance,Royaume d'Espagne,26950,,0
30,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Verdet,Royaume d'Espagne,22000,,0
31,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Drogues réunies,Royaume d'Espagne,103618,,0
32,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Eaux de vie,Royaume de Hollande,8261982,,0
33,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Vin divers,Royaume de Hollande,17428822,,0
34,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Vin de liqueurs,Royaume de Hollande,170508,,0
35,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Huile d'olive,Royaume de Hollande,1012053,,0
36,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,"Bestiaux en bœufs, vaches, veaux, porcs et moutons",Royaume de Hollande,283657,,0
37,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Blé,Royaume de Hollande,8378445,,0
38,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Chairs salées,Royaume de Hollande,7994,,0
39,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Fromages,Royaume de Hollande,3497,,0
40,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Fruits divers,Royaume de Hollande,1011160,,0
41,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Miel,Royaume de Hollande,903943,,0
42,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Sel,Royaume de Hollande,61427,,0
43,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Provisions de bouche réunies,Royaume de Hollande,549382,,0
44,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Fil,Royaume de Hollande,402622,,0
45,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Soie,Royaume de Hollande,480496,,0
46,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,"Brai, goudron et résine",Royaume de Hollande,5300,,0
47,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Bois divers,Royaume de Hollande,155256,,0
48,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Cires jaune et blanche,Royaume de Hollande,3281,,0
49,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Cuirs apprêtés,Royaume de Hollande,141540,,0
50,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Graines de trèfle,Royaume de Hollande,519363,,0
51,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Graines de jardin,Royaume de Hollande,212332,,0
52,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Huile de graine,Royaume de Hollande,2765151,,0
53,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Charbons,Royaume de Hollande,1376878,,0
54,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Tabacs,Royaume de Hollande,431315,,0
55,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Articles réunis,Royaume de Hollande,456443,,0
56,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Alun,Royaume de Hollande,81086,,0
57,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Cochenille,Royaume de Hollande,47302,,0
58,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Garance,Royaume de Hollande,17200,,0
59,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Indigo,Royaume de Hollande,10600,,0
60,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Verdet,Royaume de Hollande,8000,,0
61,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Drogues réunies,Royaume de Hollande,83263,,0
62,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Vin divers,Royaume de Prusse,4320,,0
63,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Provisions de bouche réunies,Royaume de Prusse,25369,,0
64,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Coton,Royaume de Prusse,24130,,0
65,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Graines de jardin,Royaume de Prusse,1235,,0
66,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Tabacs,Royaume de Prusse,2704,,0
67,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Eaux de vie,Etats de l'Allemagne,5003323,,0
68,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Vin divers,Etats de l'Allemagne,16630676,,0
69,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Vin de liqueurs,Etats de l'Allemagne,108280,,0
70,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Huile d'olive,Etats de l'Allemagne,1194657,,0
71,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,"Bestiaux en bœufs, vaches, veaux, porcs et moutons",Etats de l'Allemagne,808077,,0
72,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Blé,Etats de l'Allemagne,2482423,,0
73,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Chairs salées,Etats de l'Allemagne,28026,,0
74,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Fromages,Etats de l'Allemagne,717244,,0
75,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Légumes,Etats de l'Allemagne,236388,,0
76,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Fruits divers,Etats de l'Allemagne,1109405,,0
77,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Poissons de toute sorte,Etats de l'Allemagne,10285,,0
78,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Miel,Etats de l'Allemagne,20928,,0
79,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Sel,Etats de l'Allemagne,1377741,,0
80,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Provisions de bouche réunies,Etats de l'Allemagne,767202,,0
81,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Liqueurs,Etats de l'Allemagne,31844,,0
82,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Sirops,Etats de l'Allemagne,78865,,0
83,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Danrées divers réunies,Etats de l'Allemagne,33831,,0
84,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Cannelle,Etats de l'Allemagne,9000,,0
85,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Coton,Etats de l'Allemagne,141464,,0
86,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Fil,Etats de l'Allemagne,332626,,0
87,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Soie,Etats de l'Allemagne,1954706,,0
88,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,"Brai, goudron et résine",Etats de l'Allemagne,9103,,0
89,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Bois divers,Etats de l'Allemagne,68611,,0
90,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Cires jaune et blanche,Etats de l'Allemagne,15055,,0
91,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Cuirs apprêtés,Etats de l'Allemagne,6144450,,0
92,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Graines de trèfle,Etats de l'Allemagne,858803,,0
93,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Graines de jardin,Etats de l'Allemagne,57716,,0
94,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Huile de graine,Etats de l'Allemagne,3730036,,0
95,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Charbons,Etats de l'Allemagne,170590,,0
96,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Tabacs,Etats de l'Allemagne,3078792,,0
97,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Articles réunis,Etats de l'Allemagne,208634,,0
98,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Alun,Etats de l'Allemagne,193856,,0
99,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Cochenille,Etats de l'Allemagne,933140,,0
100,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Garance,Etats de l'Allemagne,534594,,0
101,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Indigo,Etats de l'Allemagne,216210,,0
102,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Verdet,Etats de l'Allemagne,86450,,0
103,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Drogues réunies,Etats de l'Allemagne,268983,,0
104,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Eaux de vie,République de Suisse,967617,,0
105,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Vin divers,République de Suisse,2805318,,0
106,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Vin de liqueurs,République de Suisse,136016,,0
107,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Huile d'olive,République de Suisse,510393,,0
108,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,"Bestiaux en bœufs, vaches, veaux, porcs et moutons",République de Suisse,1070604,,0
109,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Blé,République de Suisse,28693,,0
110,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Chairs salées,République de Suisse,5600,,0
111,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Fromages,République de Suisse,127596,,0
112,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Légumes,République de Suisse,52707,,0
113,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Fruits divers,République de Suisse,333737,,0
114,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Poissons de toute sorte,République de Suisse,11963,,0
115,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Miel,République de Suisse,127421,,0
116,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Sel,République de Suisse,2010700,,0
117,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Provisions de bouche réunies,République de Suisse,48406,,0
118,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Liqueurs,République de Suisse,12733,,0
119,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Sirops,République de Suisse,10125,,0
120,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Danrées divers réunies,République de Suisse,28927,,0
121,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Epiceries,République de Suisse,24233,,0
122,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Coton,République de Suisse,809426,,0
123,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Fil,République de Suisse,112690,,0
124,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Soie,République de Suisse,691996,,0
125,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,"Brai, goudron et résine",République de Suisse,19445,,0
126,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Bois divers,République de Suisse,172352,,0
127,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Cires jaune et blanche,République de Suisse,37238,,0
128,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Cuirs apprêtés,République de Suisse,168820,,0
129,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Graines de trèfle,République de Suisse,84407,,0
130,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Graines de jardin,République de Suisse,10052,,0
131,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Huile de graine,République de Suisse,619633,,0
132,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Charbons,République de Suisse,1130,,0
133,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Tabacs,République de Suisse,283108,,0
134,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Articles réunis,République de Suisse,111348,,0
135,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Alun,République de Suisse,59276,,0
136,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Cochenille,République de Suisse,518700,,0
137,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Garance,République de Suisse,233633,,0
138,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Indigo,République de Suisse,60350,,0
139,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Verdet,République de Suisse,73910,,0
140,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Drogues réunies,République de Suisse,143273,,0
141,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Eaux de vie,Etats-Unis d'Amérique,713473,,0
142,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Vin divers,Etats-Unis d'Amérique,158924,,0
143,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Vin de Bordeaux,Etats-Unis d'Amérique,383522,,0
144,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Huile d'olive,Etats-Unis d'Amérique,65622,,0
145,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Chairs salées,Etats-Unis d'Amérique,8030,,0
146,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Légumes,Etats-Unis d'Amérique,1703,,0
147,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Fruits divers,Etats-Unis d'Amérique,13180,,0
148,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Poissons de toute sorte,Etats-Unis d'Amérique,2282,,0
149,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Sel,Etats-Unis d'Amérique,1695,,0
150,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Provisions de bouche réunies,Etats-Unis d'Amérique,28191,,0
151,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Liqueurs,Etats-Unis d'Amérique,2264,,0
152,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Coton,Etats-Unis d'Amérique,4500,,0
153,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Tabacs,Etats-Unis d'Amérique,5676,,0
154,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Eaux de vie,Villes Anséatiques,3510343,,0
155,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Huile d'olive,Villes Anséatiques,161970,,0
156,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Blé,Villes Anséatiques,28928,,0
157,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Chairs salées,Villes Anséatiques,2030,,0
158,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Fruits divers,Villes Anséatiques,12500,,0
159,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Poissons de toute sorte,Villes Anséatiques,3000,,0
160,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Sel,Villes Anséatiques,5600,,0
161,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Provisions de bouche réunies,Villes Anséatiques,9450,,0
162,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Coton,Villes Anséatiques,3161,,0
163,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Soie,Villes Anséatiques,70400,,0
164,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,"Brai, goudron et résine",Villes Anséatiques,2076,,0
165,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Graines de trèfle,Villes Anséatiques,107087,,0
166,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Tabacs,Villes Anséatiques,2700,,0
167,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Articles réunis,Villes Anséatiques,6750,,0
168,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Cochenille,Villes Anséatiques,46900,,0
169,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Garance,Villes Anséatiques,5500,,0
170,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Verdet,Villes Anséatiques,19750,,0
171,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Eaux de vie,Royaume de Danemarck,2263090,,0
172,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Vin divers,Royaume de Danemarck,3285,,0
173,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Blé,Royaume de Danemarck,73127,,0
174,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Fromages,Royaume de Danemarck,7287,,0
175,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Légumes,Royaume de Danemarck,34440,,0
176,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Fruits divers,Royaume de Danemarck,12783,,0
177,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Sel,Royaume de Danemarck,4500,,0
178,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1808.csv,Résumé,1808,Exports,Provisions de bouche réunies,Royaume de Danemarck,5970,,0
