,Data entry by,Source,Year,Sheet,Marchandises concaténées,Pays,Leur valeur,Leur Valeur (sub-total 1),Total,Par section,Par classe,Remarks,
43,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Bestiaux en bœufs, vaches, porcs, moutons",Royaume d'Espagne,100 600,,6 408 700,52 012 400,246 613 100,,
44,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Bestiaux en bœufs, vaches, porcs, moutons",Etats d'Allemagne,620 800,,6 408 700,52 012 400,246 613 100,,
45,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Bestiaux en bœufs, vaches, porcs, moutons",République de suisse,177 500,,6 408 700,52 012 400,246 613 100,,
46,Fatima zahra,AN/F12/251,1788,10,"1///Subsistances///Bestiaux en bœufs, vaches, porcs, moutons",Royaume de Sardaigne,929 500,,6 408 700,52 012 400,246 613 100,,
47,Fatima zahra,AN/F12/251,1788,10,"1///Subsistances///Bestiaux en bœufs, vaches, porcs, moutons",Empire d'Autriche,4 580 300,,6 408 700,52 012 400,246 613 100,,
48,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Chairs salées,Hollande,86 400,,3 813 400,52 012 400,246 613 100,,
49,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Chairs salées,Etats d'Allemagne,10 300,,3 813 400,52 012 400,246 613 100,,
50,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Chairs salées,Etats-Unis d'amérique,94 800,,3 813 400,52 012 400,246 613 100,,
51,Fatima zahra,AN/F12/251,1788,10,1///Subsistances///Chairs salées,Angleterre,3 621 900,,3 813 400,52 012 400,246 613 100,,
52,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Fromage,Hollande,2 594 500,,4 147 400,52 012 400,246 613 100,,
53,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Fromage,République de suisse,1 386 900,,4 147 400,52 012 400,246 613 100,,
54,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Fromage,Villes anséatique,9 900,,4 147 400,52 012 400,246 613 100,,
55,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Fromage,République de Genes,15 200,,4 147 400,52 012 400,246 613 100,,
56,Fatima zahra,AN/F12/251,1788,10,1///Subsistances///Fromage,Royaume de Sardaigne,124 000,,4 147 400,52 012 400,246 613 100,,
57,Fatima zahra,AN/F12/251,1788,10,1///Subsistances///Fromage,Angleterre,16 900,,4 147 400,52 012 400,246 613 100,,
58,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Poissons de toute sorte,Royaume d'Espagne,1 037 400,,2 760 600,52 012 400,246 613 100,,
59,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Poissons de toute sorte,Hollande,238 200,,2 760 600,52 012 400,246 613 100,,
60,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Poissons de toute sorte,Etats-Unis d'amérique,185 800,,2 760 600,52 012 400,246 613 100,,
61,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Poissons de toute sorte,Royaume de Danemarck,296 000,,2 760 600,52 012 400,246 613 100,,
62,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Poissons de toute sorte,Royaume de suede,76 600,,2 760 600,52 012 400,246 613 100,,
63,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Poissons de toute sorte,République de Genes,119 500,,2 760 600,52 012 400,246 613 100,,
64,Fatima zahra,AN/F12/251,1788,10,1///Subsistances///Poissons de toute sorte,Royaume de naples,61 400,,2 760 600,52 012 400,246 613 100,,
65,Fatima zahra,AN/F12/251,1788,10,1///Subsistances///Poissons de toute sorte,Royaume de Sardaigne,297 900,,2 760 600,52 012 400,246 613 100,,
66,Fatima zahra,AN/F12/251,1788,10,1///Subsistances///Poissons de toute sorte,Empire d'Autriche,158 300,,2 760 600,52 012 400,246 613 100,,
67,Fatima zahra,AN/F12/251,1788,10,1///Subsistances///Poissons de toute sorte,Empire de Russie,38 200,,2 760 600,52 012 400,246 613 100,,
68,Fatima zahra,AN/F12/251,1788,10,1///Subsistances///Poissons de toute sorte,Angleterre,251 300,,2 760 600,52 012 400,246 613 100,,
69,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Huile d'olive,Royaume d'Espagne,4 238 900,,6 377 700,52 012 400,246 613 100,,
70,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Huile d'olive,Etats-Unis d'amérique,18 300,,6 377 700,52 012 400,246 613 100,,
71,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Huile d'olive,Milane et toscane,10 900,,6 377 700,52 012 400,246 613 100,,
72,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Huile d'olive,République de Genes,1 876 100,,6 377 700,52 012 400,246 613 100,,
73,Fatima zahra,AN/F12/251,1788,10,1///Subsistances///Huile d'olive,Empire d'Autriche,67 000,,6 377 700,52 012 400,246 613 100,,
74,Fatima zahra,AN/F12/251,1788,10,1///Subsistances///Huile d'olive,Royaume de Portugal,166 500,,6 377 700,52 012 400,246 613 100,,
75,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Fruits verts, en oranges et citrons.",Royaume d'Espagne,506 600,,1 547 300,52 012 400,246 613 100,,
76,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Fruits verts, en oranges et citrons.",Hollande,50 200,,1 547 300,52 012 400,246 613 100,,
77,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Fruits verts, en oranges et citrons.",Milane et toscane,66 200,,1 547 300,52 012 400,246 613 100,,
78,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Fruits verts, en oranges et citrons.",République de Genes,394 300,,1 547 300,52 012 400,246 613 100,,
79,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Fruits verts, en oranges et citrons.",Empire ottoman et barbarie,17 100,,1 547 300,52 012 400,246 613 100,,
80,Fatima zahra,AN/F12/251,1788,10,"1///Subsistances///Fruits verts, en oranges et citrons.",Royaume de Sardaigne,227 500,,1 547 300,52 012 400,246 613 100,,
81,Fatima zahra,AN/F12/251,1788,10,"1///Subsistances///Fruits verts, en oranges et citrons.",Royaume de Portugal,285 400,,1 547 300,52 012 400,246 613 100,,
82,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Fruits secs, en amandes ,figues et raisins",Royaume d'Espagne,185 500,,947 100,52 012 400,246 613 100,,
83,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Fruits secs, en amandes ,figues et raisins",Milane et toscane,46 700,,947 100,52 012 400,246 613 100,,
84,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Fruits secs, en amandes ,figues et raisins",République de Genes,39 900,,947 100,52 012 400,246 613 100,,
85,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Fruits secs, en amandes ,figues et raisins",Empire ottoman et barbarie,111 800,,947 100,52 012 400,246 613 100,,
86,Fatima zahra,AN/F12/251,1788,10,"1///Subsistances///Fruits secs, en amandes ,figues et raisins",Royaume de naples,322 200,,947 100,52 012 400,246 613 100,,
87,Fatima zahra,AN/F12/251,1788,10,"1///Subsistances///Fruits secs, en amandes ,figues et raisins",Royaume de Sardaigne,46 500,,947 100,52 012 400,246 613 100,,
88,Fatima zahra,AN/F12/251,1788,10,"1///Subsistances///Fruits secs, en amandes ,figues et raisins",Empire d'Autriche,17 200,,947 100,52 012 400,246 613 100,,
89,Fatima zahra,AN/F12/251,1788,10,"1///Subsistances///Fruits secs, en amandes ,figues et raisins",Royaume de Portugal,92 500,,947 100,52 012 400,246 613 100,,
90,Fatima zahra,AN/F12/251,1788,10,"1///Subsistances///Fruits secs, en amandes ,figues et raisins",Angleterre,20 600,,947 100,52 012 400,246 613 100,,
91,Fatima zahra,AN/F12/251,1788,10,"1///Subsistances///Fruits secs, en amandes ,figues et raisins","Colonies francaises en Asie,Afrique en Amérique",64 200,,947 100,52 012 400,246 613 100,,
92,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Vins,Royaume d'Espagne,791 400,,870 600,52 012 400,246 613 100,,
93,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Vins,Hollande,10 100,,870 600,52 012 400,246 613 100,,
94,Fatima zahra,AN/F12/251,1788,10,1///Subsistances///Vins,"Colonies francaises en Asie,Afrique en Amérique",69 100,,870 600,52 012 400,246 613 100,,
95,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Eaux-de-vie,Royaume d'Espagne,4 581 300,,7 114 600,52 012 400,246 613 100,,
96,Fatima zahra,AN/F12/251,1788,9,1///Subsistances///Eaux-de-vie,Hollande,1 884 600,,7 114 600,52 012 400,246 613 100,,
97,Fatima zahra,AN/F12/251,1788,10,1///Subsistances///Eaux-de-vie,Empire d'Autriche,134 500,,7 114 600,52 012 400,246 613 100,,
98,Fatima zahra,AN/F12/251,1788,10,1///Subsistances///Eaux-de-vie,Royaume de Portugal,514 200,,7 114 600,52 012 400,246 613 100,,
99,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Provisions diverses,principalement en beurre",Royaume d'Espagne,38 900,,4 679 000,52 012 400,246 613 100,,
100,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Provisions diverses,principalement en beurre",Hollande,425 700,,4 679 000,52 012 400,246 613 100,,
101,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Provisions diverses,principalement en beurre",République de suisse,11 700,,4 679 000,52 012 400,246 613 100,,
102,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Provisions diverses,principalement en beurre",Etats-Unis d'amérique,23 100,,4 679 000,52 012 400,246 613 100,,
103,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Provisions diverses,principalement en beurre",Villes anséatique,45 500,,4 679 000,52 012 400,246 613 100,,
104,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Provisions diverses,principalement en beurre",Royaume de Danemarck,69 900,,4 679 000,52 012 400,246 613 100,,
105,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Provisions diverses,principalement en beurre",Milane et toscane,18 900,,4 679 000,52 012 400,246 613 100,,
106,Fatima zahra,AN/F12/251,1788,9,"1///Subsistances///Provisions diverses,principalement en beurre",République de Genes,155 200,,4 679 000,52 012 400,246 613 100,,
107,Fatima zahra,AN/F12/251,1788,10,"1///Subsistances///Provisions diverses,principalement en beurre",Royaume de Sardaigne,190 800,,4 679 000,52 012 400,246 613 100,,
108,Fatima zahra,AN/F12/251,1788,10,"1///Subsistances///Provisions diverses,principalement en beurre",Empire d'Autriche,115 500,,4 679 000,52 012 400,246 613 100,,
109,Fatima zahra,AN/F12/251,1788,10,"1///Subsistances///Provisions diverses,principalement en beurre",Royaume de Portugal,230 800,,4 679 000,52 012 400,246 613 100,,
110,Fatima zahra,AN/F12/251,1788,10,"1///Subsistances///Provisions diverses,principalement en beurre",Angleterre,3 337 700,,4 679 000,52 012 400,246 613 100,,
111,Fatima zahra,AN/F12/251,1788,10,"2///Subsistances///Provisions diverses,principalement en beurre","Colonies francaises en Asie,Afrique en Amérique",15 300,,4 679 000,52 012 400,246 613 100,,
112,Fatima zahra,AN/F12/251,1788,9,2///Subsistances///Cacao,Royaume d'Espagne,1 941 100,,3 034 800,190 180 200,246 613 100,,
113,Fatima zahra,AN/F12/251,1788,9,2///Subsistances///Cacao,Hollande,47 600,,3 034 800,190 180 200,246 613 100,,
114,Fatima zahra,AN/F12/251,1788,10,2///Subsistances///Cacao,Royaume de Portugal,71 500,,3 034 800,190 180 200,246 613 100,,
115,Fatima zahra,AN/F12/251,1788,10,2///Subsistances///Cacao,"Colonies francaises en Asie,Afrique en Amérique",974 600,,3 034 800,190 180 200,246 613 100,,
116,Fatima zahra,AN/F12/251,1788,9,2///Subsistances///Café,Empire ottoman et barbarie,359 200,,92 974 400,190 180 200,246 613 100,,
117,Fatima zahra,AN/F12/251,1788,10,2///Subsistances///Café,Empire d'Autriche,25 200,,92 974 400,190 180 200,246 613 100,,
118,Fatima zahra,AN/F12/251,1788,10,2///Subsistances///Café,Angleterre,177 100,,92 974 400,190 180 200,246 613 100,,
119,Fatima zahra,AN/F12/251,1788,10,2///Subsistances///Café,"Colonies francaises en Asie,Afrique en Amérique",92 412 900,,92 974 400,190 180 200,246 613 100,,
120,Fatima zahra,AN/F12/251,1788,9,2///Subsistances///Sucre,Royaume d'Espagne,12 300,,90 170 500,190 180 200,246 613 100,,
121,Fatima zahra,AN/F12/251,1788,9,2///Subsistances///Sucre,Hollande,130 700,,90 170 500,190 180 200,246 613 100,,
122,Fatima zahra,AN/F12/251,1788,10,2///Subsistances///Sucre,Empire d'Autriche,33 200,,90 170 500,190 180 200,246 613 100,,
123,Fatima zahra,AN/F12/251,1788,10,2///Subsistances///Sucre,Angleterre,420 200,,90 170 500,190 180 200,246 613 100,,
124,Fatima zahra,AN/F12/251,1788,10,2///Subsistances///Sucre,"Colonies francaises en Asie,Afrique en Amérique",89 574 100,,90 170 500,190 180 200,246 613 100,,
125,Fatima zahra,AN/F12/251,1788,9,2///Subsistances///Thé,Royaume d'Espagne,12 000,,3 827 900,190 180 200,246 613 100,,
126,Fatima zahra,AN/F12/251,1788,9,2///Subsistances///Thé,Hollande,273 500,,3 827 900,190 180 200,246 613 100,,
127,Fatima zahra,AN/F12/251,1788,9,2///Subsistances///Thé,Royaume de suede,460 700,,3 827 900,190 180 200,246 613 100,,
128,Fatima zahra,AN/F12/251,1788,10,2///Subsistances///Thé,Empire d'Autriche,42 900,,3 827 900,190 180 200,246 613 100,,
129,Fatima zahra,AN/F12/251,1788,10,2///Subsistances///Thé,Angleterre,25 200,,3 827 900,190 180 200,246 613 100,,
130,Fatima zahra,AN/F12/251,1788,10,2///Subsistances///Thé,"Colonies francaises en Asie,Afrique en Amérique",3 013 600,,3 827 900,190 180 200,246 613 100,,
131,Fatima zahra,AN/F12/251,1788,10,2///Subsistances///Liqueurs et sirops,"Colonies francaises en Asie,Afrique en Amérique",172 600,,172 600,190 180 200,246 613 100,,
132,Fatima zahra,AN/F12/251,1788,9,3///Subsistances///Poivre,Royaume d'Espagne,28 500,,2 209 800,4 420 500,246 613 100,,
133,Fatima zahra,AN/F12/251,1788,9,3///Subsistances///Poivre,Hollande,511 800,,2 209 800,4 420 500,246 613 100,,
134,Fatima zahra,AN/F12/251,1788,9,3///Subsistances///Poivre,Villes anséatique,28 900,,2 209 800,4 420 500,246 613 100,,
135,Fatima zahra,AN/F12/251,1788,9,3///Subsistances///Poivre,Milane et toscane,155 300,,2 209 800,4 420 500,246 613 100,,
136,Fatima zahra,AN/F12/251,1788,9,3///Subsistances///Poivre,République de Genes,68 400,,2 209 800,4 420 500,246 613 100,,
137,Fatima zahra,AN/F12/251,1788,10,3///Subsistances///Poivre,Royaume de Portugal,536 600,,2 209 800,4 420 500,246 613 100,,
138,Fatima zahra,AN/F12/251,1788,10,3///Subsistances///Poivre,Angleterre,822 000,,2 209 800,4 420 500,246 613 100,,
139,Fatima zahra,AN/F12/251,1788,10,3///Subsistances///Poivre,"Colonies francaises en Asie,Afrique en Amérique",58 300,,2 209 800,4 420 500,246 613 100,,
140,Fatima zahra,AN/F12/251,1788,9,3///Subsistances///Canelle,Royaume d'Espagne,70 500,,661 800,4 420 500,246 613 100,,
141,Fatima zahra,AN/F12/251,1788,9,3///Subsistances///Canelle,Hollande,221 500,,661 800,4 420 500,246 613 100,,
142,Fatima zahra,AN/F12/251,1788,9,3///Subsistances///Canelle,Villes anséatique,99 900,,661 800,4 420 500,246 613 100,,
143,Fatima zahra,AN/F12/251,1788,9,3///Subsistances///Canelle,Milane et toscane,20 900,,661 800,4 420 500,246 613 100,,
144,Fatima zahra,AN/F12/251,1788,9,3///Subsistances///Canelle,République de Genes,104 200,,661 800,4 420 500,246 613 100,,
145,Fatima zahra,AN/F12/251,1788,10,3///Subsistances///Canelle,Royaume de Portugal,69 800,,661 800,4 420 500,246 613 100,,
146,Fatima zahra,AN/F12/251,1788,10,3///Subsistances///Canelle,Angleterre,65 000,,661 800,4 420 500,246 613 100,,
147,Fatima zahra,AN/F12/251,1788,10,3///Subsistances///Canelle,"Colonies francaises en Asie,Afrique en Amérique",10 000,,661 800,4 420 500,246 613 100,,
148,Fatima zahra,AN/F12/251,1788,9,3///Subsistances///Girofle,Hollande,1 134 000,,1 149 900,4 420 500,246 613 100,,
149,Fatima zahra,AN/F12/251,1788,9,3///Subsistances///Girofle,République de Genes,15 900,,1 149 900,4 420 500,246 613 100,,
150,Fatima zahra,AN/F12/251,1788,9,3///Subsistances///Muscade,Hollande,77 500,,77 500,4 420 500,246 613 100,,
151,Fatima zahra,AN/F12/251,1788,9,3///Subsistances///Epiceries diverses,Royaume d'Espagne,120 200,,321 500,4 420 500,246 613 100,,
152,Fatima zahra,AN/F12/251,1788,9,3///Subsistances///Epiceries diverses,Hollande,24 600,,321 500,4 420 500,246 613 100,,
153,Fatima zahra,AN/F12/251,1788,9,3///Subsistances///Epiceries diverses,Etats-Unis d'amérique,13 500,,321 500,4 420 500,246 613 100,,
154,Fatima zahra,AN/F12/251,1788,10,3///Subsistances///Epiceries diverses,Angleterre,139 900,,321 500,4 420 500,246 613 100,,
155,Fatima zahra,AN/F12/251,1788,10,3///Subsistances///Epiceries diverses,"Colonies francaises en Asie,Afrique en Amérique",23 300,,321 500,4 420 500,246 613 100,,
156,Fatima zahra,AN/F12/251,1788,9,1///Matières premières///Chanvre,Royaume d'Espagne,88 800,,7 247 200,84 382 100,171 924 600,,
157,Fatima zahra,AN/F12/251,1788,9,1///Matières premières///Chanvre,Hollande,155 100,,7 247 200,84 382 100,171 924 600,,
158,Fatima zahra,AN/F12/251,1788,9,1///Matières premières///Chanvre,Royaume de Prusse,964 100,,7 247 200,84 382 100,171 924 600,,
159,Fatima zahra,AN/F12/251,1788,9,1///Matières premières///Chanvre,Villes anséatique,217 700,,7 247 200,84 382 100,171 924 600,,
160,Fatima zahra,AN/F12/251,1788,9,1///Matières premières///Chanvre,Royaume de Danemarck,134 500,,7 247 200,84 382 100,171 924 600,,
161,Fatima zahra,AN/F12/251,1788,9,1///Matières premières///Chanvre,Milane et toscane,432 000,,7 247 200,84 382 100,171 924 600,,
162,Fatima zahra,AN/F12/251,1788,9,1///Matières premières///Chanvre,République de Genes,72 400,,7 247 200,84 382 100,171 924 600,,
163,Fatima zahra,AN/F12/251,1788,10,1///Matières premières///Chanvre,Royaume de naples,183 100,,7 247 200,84 382 100,171 924 600,,
164,Fatima zahra,AN/F12/251,1788,10,1///Matières premières///Chanvre,Royaume de Sardaigne,329 800,,7 247 200,84 382 100,171 924 600,,
165,Fatima zahra,AN/F12/251,1788,10,1///Matières premières///Chanvre,Empire d'Autriche,38 200,,7 247 200,84 382 100,171 924 600,,
166,Fatima zahra,AN/F12/251,1788,10,1///Matières premières///Chanvre,Empire de Russie,3 861 200,,7 247 200,84 382 100,171 924 600,,
167,Fatima zahra,AN/F12/251,1788,10,1///Matières premières///Chanvre,Royaume de Portugal,33 600,,7 247 200,84 382 100,171 924 600,,
168,Fatima zahra,AN/F12/251,1788,10,1///Matières premières///Chanvre,Etats de Rome,536 000,,7 247 200,84 382 100,171 924 600,,
169,Fatima zahra,AN/F12/251,1788,10,1///Matières premières///Chanvre,Angleterre,200 700,,7 247 200,84 382 100,171 924 600,,
170,Fatima zahra,AN/F12/251,1788,9,1///Matières premières///Coton,Royaume d'Espagne,225 900,,36 637 600,84 382 100,171 924 600,,
171,Fatima zahra,AN/F12/251,1788,9,1///Matières premières///Coton,Hollande,54 500,,36 637 600,84 382 100,171 924 600,,
172,Fatima zahra,AN/F12/251,1788,9,1///Matières premières///Coton,République de suisse,444 500,,36 637 600,84 382 100,171 924 600,,
173,Fatima zahra,AN/F12/251,1788,9,1///Matières premières///Coton,Milane et toscane,15 200,,36 637 600,84 382 100,171 924 600,,
174,Fatima zahra,AN/F12/251,1788,9,1///Matières premières///Coton,République de Genes,117 500,,36 637 600,84 382 100,171 924 600,,
175,Fatima zahra,AN/F12/251,1788,9,1///Matières premières///Coton,Empire ottoman et barbarie,11 074 300,,36 637 600,84 382 100,171 924 600,,
176,Fatima zahra,AN/F12/251,1788,10,1///Matières premières///Coton,Royaume de naples,186 000,,36 637 600,84 382 100,171 924 600,,
177,Fatima zahra,AN/F12/251,1788,10,1///Matières premières///Coton,Royaume de Sardaigne,102 600,,36 637 600,84 382 100,171 924 600,,
178,Fatima zahra,AN/F12/251,1788,10,1///Matières premières///Coton,Empire d'Autriche,98 700,,36 637 600,84 382 100,171 924 600,,
179,Fatima zahra,AN/F12/251,1788,10,1///Matières premières///Coton,Royaume de Portugal,2 367 800,,36 637 600,84 382 100,171 924 600,,
180,Fatima zahra,AN/F12/251,1788,10,1///Matières premières///Coton,Angleterre,355 200,,36 637 600,84 382 100,171 924 600,,
181,Fatima zahra,AN/F12/251,1788,10,1///Matières premières///Coton,"Colonies francaises en Asie,Afrique en Amérique",21 595 400,,36 637 600,84 382 100,171 924 600,,
182,Fatima zahra,AN/F12/251,1788,9,1///Matières premières///Fil,Hollande,173 600,,3 576 800,84 382 100,171 924 600,,
183,Fatima zahra,AN/F12/251,1788,9,1///Matières premières///Fil,Royaume de Prusse,79 800,,3 576 800,84 382 100,171 924 600,,
184,Fatima zahra,AN/F12/251,1788,9,1///Matières premières///Fil,Etats d'Allemagne,402 300,,3 576 800,84 382 100,171 924 600,,
