numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,prix_unitaire,quantity_unit,remarks,doubleaccounts
829,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Etats-Unis d'Amérique,1700,,,,0
836,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Etats-Unis d'Amérique,300,,,,0
852,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Empire Ottoman,800,,,,0
859,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Empire Ottoman,3600,,,,0
884,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Colonies Françaises,4400,,,,0
896,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Origine Inconnue,4600,,,,0
924,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Royaume d'Espagne et ses colonies,25600,,,,0
951,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Royaume de Sardaigne,6400,,,,0
975,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Royaume de Sardaigne,68500,,,,0
983,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Italie,2500,,,,0
1001,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Italie,68600,,,,0
1004,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Naples et Sicile,400,,,,0
1015,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Naples et Sicile,9200,,,,0
1021,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Etats de Rome,1500,,,,0
1031,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Angleterre et ses colonies de l'Inde,12900,,,,0
1058,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Angleterre et ses colonies de l'Inde,50900,,,,0
1073,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Royaume des Pays-Bas et ses colonies,54400,,,,0
1102,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Royaume des Pays-Bas et ses colonies,128100,,,,0
1114,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Etats de l'Allemagne,2800,,,,0
1146,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Etats de l'Allemagne,86400,,,,0
1157,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Suisse,6600,,,,0
1188,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Suisse,17800,,,,0
1223,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Royaume de Prusse,28100,,,,0
1226,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Empire d'Autriche,2400,,,,0
1239,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Villes Anséatiques,6200,,,,0
1248,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Villes Anséatiques,1400,,,,0
1266,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Royaume de Suède et ses colonies,16800,,,,0
1283,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Empire de Russie,4900,,,,0
1301,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Etats-Unis d'Amérique,700,,,,0
1306,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Empire Ottoman,1900,,,,0
1319,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Empire Ottoman,14300,,,,0
1327,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Colonies Françaises,3900,,,,0
1336,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Colonies Françaises,30200,,,,0
1347,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Royaume d'Espagne et les colonies,1600,,,,0
1351,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Royaume d'Espagne et les colonies,1400,,,,0
1358,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Royaume de Portugal et ses colonies,7100,,,,0
1371,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Royaume de Sardaigne,1000,,,,0
1378,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Royaume de Sardaigne,4700,,,,0
1388,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Italie,25400,,,,0
1396,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Italie,49200,,,,0
1405,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Naples et Sicile,600,,,,0
1420,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Angleterre et ses colonies de l'Inde,62500,,,,0
1426,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Angleterre et ses colonies de l'Inde,28000,,,,0
1437,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Royaume des Pays-Bas et ses colonies,51800,,,,0
1443,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Royaume des Pays-Bas et ses colonies,15400,,,,0
1450,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Etats de l'Allemagne,9500,,,,0
1453,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Etats de l'Allemagne,26700,,,,0
1460,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Suisse,3500,,,,0
1463,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Suisse,11700,,,,0
1469,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Royaume de Prusse,4200,,,,0
1471,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Royaume de Prusse,5100,,,,0
1474,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Empire d'Autriche,1700,,,,0
1475,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Empire d'Autriche,5500,,,,0
1484,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Villes Anséatiques,22000,,,,0
1495,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Empire de Russie,7400,,,,0
1512,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Empire Ottoman,43700,,,,0
1518,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Empire Ottoman,14400,,,,0
1530,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Colonies Françaises,14700,,,,0
1535,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Colonies Françaises,19100,,,,0
1539,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis,Origine Inconnue,3400,,,,0
1352,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Royaume d'Espagne et les colonies,10800,,,,0
1361,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Royaume de Portugal et ses colonies,3300,,,,0
1379,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Royaume de Sardaigne,2600,,,,0
1397,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Italie,5300,,,,0
1406,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Naples et Sicile,3300,,,,0
1409,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Etats de Rome,900,,,,0
1427,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Angleterre et ses colonies de l'Inde,6200,,,,0
1444,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Royaume des Pays-Bas et ses colonies,10000,,,,0
1454,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Etats de l'Allemagne,5300,,,,0
1464,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Suisse,4400,,,,0
1472,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Royaume de Prusse,3300,,,,0
1476,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Empire d'Autriche,1300,,,,0
1485,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Villes Anséatiques,1300,,,,0
1489,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Royaume de Danemarck et ses colonies,2000,,,,0
1492,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Royaume de Suède et ses colonies,1100,,,,0
1497,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Empire de Russie,1900,,,,0
1507,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Etats-Unis d'Amérique,500,,,,0
1519,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Empire Ottoman,2000,,,,0
1523,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Saint-Domingue,700,,,,0
1536,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Colonies Françaises,17600,,,,0
1542,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Articles réunis de peu de valeur,Origine Inconnue,2200,,,,0
462,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Avélanèdes,Royaume de Sardaigne,38500,"27,4638633377",quintaux,,0
497,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Avélanèdes,Italie,44600,"27,4638633377",quintaux,,0
615,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Avélanèdes,Royaume des Pays-Bas et ses colonies,500,"27,4638633377",quintaux,,0
616,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Azur et cobalt,Royaume des Pays-Bas et ses colonies,241900,"296,1843052556",quintaux,,0
666,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Azur et cobalt,Etats de l'Allemagne,159000,"296,1843052556",quintaux,,0
705,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Azur et cobalt,Suisse,1100,"296,1843052556",quintaux,,0
742,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Azur et cobalt,Royaume de Prusse,9400,"296,1843052556",quintaux,,0
414,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Baleine,Royaume de Portugal et ses colonies,17400,"600,1503194288",quintaux,,0
475,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Baleine,Italie,6500,"600,1503194288",quintaux,,0
532,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Baleine,Angleterre et ses colonies de l'Inde,340000,"600,1503194288",quintaux,,0
577,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Baleine,Royaume des Pays-Bas et ses colonies,220300,"600,1503194288",quintaux,,0
634,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Baleine,Etats de l'Allemagne,700,"600,1503194288",quintaux,,0
758,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Baleine,Villes Anséatiques,93600,"600,1503194288",quintaux,,0
812,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Baleine,Etats-Unis d'Amérique,6600,"600,1503194288",quintaux,,0
865,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Baleine,Colonies Françaises,113400,"600,1503194288",quintaux,,0
1,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Bestiaux,Royaume d'Espagne et ses colonies,205900,,,Impossible de calculer un prix unitaire car quantité par animal,0
47,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Bestiaux,Royaume de Sardaigne,977400,,,Impossible de calculer un prix unitaire car quantité par animal,0
131,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Bestiaux,Angleterre et ses colonies de l'Inde,2700,,,Impossible de calculer un prix unitaire car quantité par animal,0
162,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Bestiaux,Royaume des Pays-Bas et ses colonies,3753200,,,Impossible de calculer un prix unitaire car quantité par animal,0
194,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Bestiaux,Etats de l'Allemagne,3353300,,,Impossible de calculer un prix unitaire car quantité par animal,0
222,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Bestiaux,Suisse,1055000,,,Impossible de calculer un prix unitaire car quantité par animal,0
248,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Bestiaux,Royaume de Prusse,950100,,,Impossible de calculer un prix unitaire car quantité par animal,0
295,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Bestiaux,Empire de Russie,4100,,,Impossible de calculer un prix unitaire car quantité par animal,0
323,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Bestiaux,Empire Ottoman,7500,,,Impossible de calculer un prix unitaire car quantité par animal,0
23,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Bêtes de somme,Royaume d'Espagne et ses colonies,41900,,,Impossible de calculer un prix unitaire car quantité par animal,0
69,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Bêtes de somme,Royaume de Sardaigne,273300,,,Impossible de calculer un prix unitaire car quantité par animal,0
