Data entry by,Source,Year,Sheet,Marchandises,Pays,Leur valeur,Leur Valeur (sub-total 1),Total,Par section,Par classe,Remarks,Classes,Sections
Fatima zahra,,1789,3,Farine et biscuits de mer et pâtes d'Italie,Royaume de Sardaigne,127 000,,10 341 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Farine et biscuits de mer et pâtes d'Italie,Empire d'Autriche,923 000,,10 341 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Farine et biscuits de mer et pâtes d'Italie,Etats de Rome,12 000,,10 341 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Farine et biscuits de mer et pâtes d'Italie,Angleterre,6 527 000,,10 341 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Légumes,Hollande,1 552 000,,3 259 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Légumes,Royaume de Prusse,289 000,,3 259 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Légumes,Etats-Unis d'Amérique,31 000,,3 259 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Légumes,Villes Anséatiques,593 000,,3 259 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Légumes,Royaume de Suède,6 000,,3 259 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Légumes,Milanie Toscane,20 000,,3 259 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Légumes,République de Gènes,48 000,,3 259 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Légumes,Empire Ottoman et Barbarie,86 000,,3 259 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Légumes,Royaume de Naples,259 000,,3 259 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Légumes,Royaume de Sardaigne,47 000,,3 259 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Légumes,Angleterre,328 000,,3 259 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,"Bestiaux en Bœufs, vaches, porcs, moutons",Royaume d'Espagne,26 000,,6 303 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,"Bestiaux en Bœufs, vaches, porcs, moutons",Hollande,19 000,,6 303 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,"Bestiaux en Bœufs, vaches, porcs, moutons",Etats d'Allemagne,1 153 000,,6 303 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,"Bestiaux en Bœufs, vaches, porcs, moutons",République de Suisse,160 000,,6 303 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,"Bestiaux en Bœufs, vaches, porcs, moutons",Royaume de Sardaigne,991 000,,6 303 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,"Bestiaux en Bœufs, vaches, porcs, moutons",Empire d'Autriche,3 954 000,,6 303 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Chairs salées,Royaume d'Espagne,11 000,,2 662 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Chairs salées,Hollande,54 000,,2 662 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Chairs salées,Etats d'Allemagne,11 000,,2 662 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Chairs salées,Etats-Unis d'Amérique,227 000,,2 662 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Chairs salées,Villes Anséatiques,10 000,,2 662 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Chairs salées,Angleterre,2 349 000,,2 662 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Fromage,Royaume d'Espagne,13 000,,4 550 000,105 225 000,309 356 000,le total devrait être 4 560 000,Subsistances,1
Fatima zahra,,1789,2,Fromage,Hollande,2 760 000,,4 550 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Fromage,Royaume de Prusse,13 000,,4 550 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Fromage,République de Suisse,1 637 000,,4 550 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Fromage,Villes Anséatiques,28 000,,4 550 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Fromage,République de Gènes,13 000,,4 550 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Fromage,Royaume de Sardaigne,61 000,,4 550 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Fromage,Angleterre,35 000,,4 550 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Poissons de toutes sortes,Royaume d'Espagne,1 519 000,,2 890 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Poissons de toutes sortes,Hollande,159 000,,2 890 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Poissons de toutes sortes,Etats-Unis d'Amérique,44 000,,2 890 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Poissons de toutes sortes,Royaume de Danemark,96 000,,2 890 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Poissons de toutes sortes,Milanie Toscane,53 000,,2 890 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Poissons de toutes sortes,République de Gènes,142 000,,2 890 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Poissons de toutes sortes,Royaume de Naples,31 000,,2 890 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Poissons de toutes sortes,Royaume de Sardaigne,227 000,,2 890 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Poissons de toutes sortes,Empire d'Autriche,140 000,,2 890 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Poissons de toutes sortes,Angleterre,479 000,,2 890 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Huile d'Olive,Royaume d'Espagne,1 729 000,,4 680 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Huile d'Olive,Milanie Toscane,69 000,,4 680 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Huile d'Olive,République de Gènes,1 500 000,,4 680 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Huile d'Olive,Royaume de Naples,1 060 000,,4 680 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Huile d'Olive,Royaume de Sardaigne,250 000,,4 680 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Huile d'Olive,Empire d'Autriche,34 000,,4 680 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Huile d'Olive,Etats de Rome,18 000,,4 680 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Huile d'Olive,Angleterre,20 000,,4 680 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Fruits verts en Oranges et citrons,Royaume d'Espagne,189 000,,833 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Fruits verts en Oranges et citrons,Milanie Toscane,45 000,,833 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Fruits verts en Oranges et citrons,République de Gènes,343 000,,833 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Fruits verts en Oranges et citrons,Empire Ottoman et Barbarie,16 000,,833 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Fruits verts en Oranges et citrons,Royaume de Sardaigne,80 000,,833 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Fruits verts en Oranges et citrons,Royaume de Portugal,151 000,,833 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Fruits verts en Oranges et citrons,Etats de Rome,9 000,,833 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,"Fruits secs en amandes, figues et …",Royaume d'Espagne,603 000,,1 517 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,"Fruits secs en amandes, figues et …",Hollande,144 000,,1 517 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,"Fruits secs en amandes, figues et …",Milanie Toscane,95 000,,1 517 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,"Fruits secs en amandes, figues et …",République de Gènes,95 000,,1 517 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,"Fruits secs en amandes, figues et …",Empire Ottoman et Barbarie,156 000,,1 517 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,"Fruits secs en amandes, figues et …",Royaume de Naples,241 000,,1 517 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,"Fruits secs en amandes, figues et …",Royaume de Sardaigne,40 000,,1 517 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,"Fruits secs en amandes, figues et …",Empire d'Autriche,34 000,,1 517 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,"Fruits secs en amandes, figues et …",Royaume de Portugal,109 000,,1 517 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Vins,Royaume d'Espagne,951 000,,1 061 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Vins,Hollande,27 000,,1 061 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Vins,Empire d'Autriche,47 000,,1 061 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Vins,Royaume de Portugal,30 000,,1 061 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Vins,Colonies Françaises,6 000,,1 061 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Eaux de vie,Royaume d'Espagne,2 934 000,,5 115 000,105 225 000,309 356 000,le total devrait être 5 135 000,Subsistances,1
Fatima zahra,,1789,2,Eaux de vie,Hollande,1 958 000,,5 115 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Eaux de vie,Empire d'Autriche,129 000,,5 115 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Eaux de vie,Angleterre,11 000,,5 115 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Eaux de vie,République de Venise,103 000,,5 115 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Bière,Hollande,342 000,,430 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Bière,Villes Anséatiques,25 000,,430 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Bière,Angleterre,63 000,,430 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Beurre,Royaume de Prusse,17 000,,1 177 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Beurre,Villes Anséatiques,13 000,,1 177 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Beurre,Royaume de Sardaigne,27 000,,1 177 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Beurre,Empire d'Autriche,51 000,,1 177 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Beurre,Angleterre,1 069 000,,1 177 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Provisions diverses,Royaume d'Espagne,30 000,,548 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Provisions diverses,Hollande,37 000,,548 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Provisions diverses,Villes Anséatiques,20 000,,548 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Provisions diverses,Milanie Toscane,10 000,,548 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Provisions diverses,République de Gènes,40 000,,548 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Provisions diverses,Royaume de Sardaigne,8 000,,548 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Provisions diverses,Empire d'Autriche,14 000,,548 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Provisions diverses,Royaume de Portugal,36 000,,548 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Provisions diverses,Angleterre,278 000,,548 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,3,Provisions diverses,Colonies Françaises,75 000,,548 000,105 225 000,309 356 000,,Subsistances,1
Fatima zahra,,1789,2,Cacao,Royaume d'Espagne,1 170 000,,1 725 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,2,Cacao,Hollande,41 000,,1 725 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,2,Cacao,Milanie Toscane,5 000,,1 725 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,2,Cacao,République de Gènes,19 000,,1 725 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,3,Cacao,Royaume de Portugal,61 000,,1 725 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,3,Cacao,Colonies Françaises,429 000,,1 725 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,2,Café,Empire Ottoman et Barbarie,465 000,,104 164 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,3,Café,Empire d'Autriche,21 000,,104 164 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,3,Café,Angleterre,44 000,,104 164 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,3,Café,Colonies Françaises,103 634 000,,104 164 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,2,Sucre,Royaume d'Espagne,11 000,,93 410 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,2,Sucre,Hollande,161 000,,93 410 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,3,Sucre,Empire d'Autriche,46 000,,93 410 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,3,Sucre,Angleterre,482 000,,93 410 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,3,Sucre,Colonies Françaises,92 710 000,,93 410 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,2,Thé,Hollande,127 000,,999 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,2,Thé,Royaume de Suède,350 000,,999 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,2,Thé,Empire Ottoman et Barbarie,13 000,,999 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,3,Thé,Empire d'Autriche,487 000,,999 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,3,Thé,Angleterre,20 000,,999 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,3,Thé,Colonies Françaises,2 000,,999 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,2,Liqueurs et Sirops,Hollande,14 000,,515 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,3,Liqueurs et Sirops,Angleterre,189 000,,515 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,3,Liqueurs et Sirops,Colonies Françaises,312 000,,515 000,200 313 000,309 356 000,,Subsistances,2
Fatima zahra,,1789,2,Poivre,Royaume d'Espagne,220 000,,2 310 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,2,Poivre,Hollande,530 000,,2 310 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,2,Poivre,Villes Anséatiques,20 000,,2 310 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,2,Poivre,République de Gènes,58 000,,2 310 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,3,Poivre,Empire d'Autriche,868 000,,2 310 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,3,Poivre,Royaume de Portugal,42 000,,2 310 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,3,Poivre,Angleterre,564 000,,2 310 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,3,Poivre,Colonies Françaises,8 000,,2 310 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,2,Canelle,Hollande,118 000,,303 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,2,Canelle,Milanie Toscane,42 000,,303 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,3,Canelle,Empire d'Autriche,67 000,,303 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,3,Canelle,Royaume de Portugal,53 000,,303 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,3,Canelle,Angleterre,14 000,,303 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,3,Canelle,Colonies Françaises,9 000,,303 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,2,Giroffle,Hollande,457 000,,465 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,3,Giroffle,Colonies Françaises,8 000,,465 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,2,Muscade,Hollande,63 000,,63 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,2,Epiceries Diverses,Royaume d'Espagne,33 000,,177 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,2,Epiceries Diverses,Hollande,12 000,,177 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,2,Epiceries Diverses,Etats-Unis d'Amérique,25 000,,177 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,3,Epiceries Diverses,Angleterre,95 000,,177 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,3,Epiceries Diverses,Colonies Françaises,12 000,,177 000,3 318 000,309 356 000,,Subsistances,3
Fatima zahra,,1789,2,Chanvre,Hollande,63 000,,4 688 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Chanvre,République de Prusse,387 000,,4 688 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Chanvre,Villes Anséatiques,236 000,,4 688 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Chanvre,Royaume de Danemark,19 000,,4 688 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Chanvre,Milanie Toscane,222 000,,4 688 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Chanvre,République de Gènes,97 000,,4 688 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Chanvre,Royaume de Naples,375 000,,4 688 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Chanvre,Empire de Sardaigne,310 000,,4 688 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Chanvre,Empire d'Autriche,24 000,,4 688 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Chanvre,Empire de Russie,2 221 000,,4 688 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Chanvre,Etats de Rome,420 000,,4 688 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Chanvre,Angleterre,153 000,,4 688 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Chanvre,République de Venise,161 000,,4 688 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Coton,Royaume d'Espagne,14 000,,33 272 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Coton,Hollande,113 000,,33 272 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Coton,Etats d'Allemagne,11 000,,33 272 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Coton,République de Suisse,185 000,,33 272 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Coton,Empire Ottoman et Barbarie,13 155 000,,33 272 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Coton,Royaume de Naples,162 000,,33 272 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Coton,Empire de Sardaigne,73 000,,33 272 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Coton,Empire d'Autriche,67 000,,33 272 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Coton,Royaume de Portugal,3 048 000,,33 272 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Coton,Angleterre,97 000,,33 272 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Coton,Colonies Françaises,16 347 000,,33 272 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Fil,Hollande,136 000,,1 984 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Fil,Etats d'Allemagne,159 000,,1 984 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Fil,Villes Anséatiques,108 000,,1 984 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Fil,République de Gènes,35 000,,1 984 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Fil,Royaume de Sardaigne,11 000,,1 984 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Fil,Empire d'Autriche,1 527 000,,1 984 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Fil,Etats de Rome,8 000,,1 984 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Laine,Royaume d'Espagne,5 234 000,,17 061 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Laine,Hollande,554 000,,17 061 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Laine,Etats d'Allemagne,395 000,,17 061 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Laine,République de Suisse,62 000,,17 061 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Laine,Villes Anséatiques,767 000,,17 061 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Laine,Milanie Toscane,8 000,,17 061 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Laine,Empire Ottoman et Barbarie,7 457 000,,17 061 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Laine,Royaume de Naples,1 156 000,,17 061 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Laine,Royaume de Sardaigne,18 000,,17 061 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Laine,Empire d'Autriche,955 000,,17 061 000,84 903 000,176 113 000,,Matières premières,1
