numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,doubleaccounts
60,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,"Volailles et gibiers, provisions de bouche",Royaume de Prusse,4100,0
61,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,"Liqueurs, rhum et sirops fins",Royaume de Prusse,1200,0
62,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Muscade,Royaume de Prusse,9000,0
63,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Poil de chèvre filé,Royaume de Prusse,19900,0
64,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Soies,Royaume de Prusse,1800,0
65,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Bois des îles,Royaume de Prusse,1500,0
66,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Cire jaune et blanche,Royaume de Prusse,1200,0
67,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Graines de trèfle et luzerne,Royaume de Prusse,5100,0
68,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Huile de poisson,Royaume de Prusse,299400,0
69,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Liége en planches,Royaume de Prusse,200,0
70,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Tabac,Royaume de Prusse,22800,0
71,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Articles réunis,Royaume de Prusse,3600,0
72,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Garance,Royaume de Prusse,52300,0
73,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Indigo,Royaume de Prusse,30100,0
74,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Tournesol,Royaume de Prusse,1700,0
75,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Articles réunis,Royaume de Prusse,1900,0
76,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Bestiaux,Etats de l'Allemagne,1192900,0
77,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Beurre,Etats de l'Allemagne,74900,0
78,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Chairs salées et fraîches,Etats de l'Allemagne,36900,0
79,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Chicorée moulue,Etats de l'Allemagne,112900,0
80,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Eau-de-vie,Etats de l'Allemagne,2523800,0
81,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Fromage,Etats de l'Allemagne,1210200,0
82,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Fruits divers,Etats de l'Allemagne,293600,0
83,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Fruits secs,Etats de l'Allemagne,251500,0
84,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Amandes,Etats de l'Allemagne,360800,0
85,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Huile d'olive,Etats de l'Allemagne,395900,0
86,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Légumes,Etats de l'Allemagne,181000,0
87,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Miel,Etats de l'Allemagne,64100,0
88,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Poissons divers,Etats de l'Allemagne,1559100,0
89,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Sel,Etats de l'Allemagne,2095500,0
90,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Vins divers,Etats de l'Allemagne,12341300,0
91,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Vins de liqueur,Etats de l'Allemagne,121000,0
92,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Vinaigre,Etats de l'Allemagne,280600,0
93,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,"Volailles et gibiers, provisions de bouche",Etats de l'Allemagne,275800,0
94,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Café,Etats de l'Allemagne,2455000,0
95,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Cacao,Etats de l'Allemagne,8600,0
96,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,"Liqueurs, rhum et sirops fins",Etats de l'Allemagne,221500,0
97,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Sirop-mélasse,Etats de l'Allemagne,189700,0
98,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Sucre,Etats de l'Allemagne,625700,0
99,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Thé,Etats de l'Allemagne,151000,0
100,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Epiceries mêlées,Etats de l'Allemagne,110600,0
101,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Cannelle,Etats de l'Allemagne,93900,0
102,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Girofle,Etats de l'Allemagne,109600,0
103,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Muscade,Etats de l'Allemagne,116700,0
104,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Bêtes de somme,Etats de l'Allemagne,7800,0
105,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Coton filé,Etats de l'Allemagne,130300,0
106,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Fil de lin et de chanvre,Etats de l'Allemagne,3201800,0
107,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Laines filées,Etats de l'Allemagne,89200,0
108,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Poil de chèvre filé,Etats de l'Allemagne,338300,0
109,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Soies,Etats de l'Allemagne,774700,0
110,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Baleine,Etats de l'Allemagne,104800,0
111,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Bois divers,Etats de l'Allemagne,48800,0
112,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Bois des îles,Etats de l'Allemagne,668400,0
113,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,"Brai, goudron et résine",Etats de l'Allemagne,35900,0
114,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Charbon de bois et de terre,Etats de l'Allemagne,210600,0
115,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,"Chaux, plâtre et ciment",Etats de l'Allemagne,146600,0
116,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Cire jaune et blanche,Etats de l'Allemagne,84300,0
117,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Cuirs apprêtés,Etats de l'Allemagne,7399300,0
118,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Graines diverses,Etats de l'Allemagne,2100,0
119,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Graines de genièvre,Etats de l'Allemagne,6200,0
120,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Graines de jardin,Etats de l'Allemagne,116900,0
121,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Graines de millet,Etats de l'Allemagne,5300,0
122,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Graines de moutarde,Etats de l'Allemagne,7000,0
123,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Graines de trèfle et luzerne,Etats de l'Allemagne,298000,0
124,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Huile de graine et de noix,Etats de l'Allemagne,3368100,0
125,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Huile de poisson,Etats de l'Allemagne,940000,0
126,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Liége en planches,Etats de l'Allemagne,43200,0
127,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Soufre,Etats de l'Allemagne,46000,0
128,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Tabac,Etats de l'Allemagne,81800,0
129,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Articles réunis,Etats de l'Allemagne,103300,0
130,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Alquifoux et mine de plomb,Etats de l'Allemagne,107600,0
131,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Alun,Etats de l'Allemagne,179800,0
132,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Azur,Etats de l'Allemagne,5000,0
133,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Céruse,Etats de l'Allemagne,51600,0
134,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Cochenille,Etats de l'Allemagne,737600,0
135,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Garance,Etats de l'Allemagne,1729700,0
136,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Indigo,Etats de l'Allemagne,1768400,0
137,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Rocou,Etats de l'Allemagne,21300,0
138,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Tournesol,Etats de l'Allemagne,163300,0
139,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Verdet,Etats de l'Allemagne,113500,0
140,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Articles réunis,Etats de l'Allemagne,293500,0
141,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Bestiaux,République de Suisse,770000,0
142,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Beurre,République de Suisse,7500,0
143,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Chairs salées et fraîches,République de Suisse,4700,0
144,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Chicorée moulue,République de Suisse,10200,0
145,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Eau-de-vie,République de Suisse,558000,0
146,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Fromage,République de Suisse,98100,0
147,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Fruits divers,République de Suisse,33400,0
148,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Fruits secs,République de Suisse,119500,0
149,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Amandes,République de Suisse,57700,0
150,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Huile d'olive,République de Suisse,222500,0
151,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Légumes,République de Suisse,47800,0
152,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Miel,République de Suisse,91800,0
153,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Poissons divers,République de Suisse,13600,0
154,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Sel,République de Suisse,1729200,0
155,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Vins divers,République de Suisse,1484600,0
156,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Vins de liqueur,République de Suisse,102200,0
157,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Vinaigre,République de Suisse,17800,0
158,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,"Volailles et gibiers, provisions de bouche",République de Suisse,12700,0
159,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Café,République de Suisse,1288000,0
160,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,"Liqueurs, rhum et sirops fins",République de Suisse,10400,0
161,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Epiceries mêlées,République de Suisse,68600,0
162,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Cannelle,République de Suisse,1700,0
163,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Girofle,République de Suisse,37700,0
164,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Muscade,République de Suisse,5300,0
165,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Bêtes de somme,République de Suisse,4700,0
166,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Coton filé,République de Suisse,1300,0
167,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Fil de lin et de chanvre,République de Suisse,110300,0
168,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Laines filées,République de Suisse,13400,0
169,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Soies,République de Suisse,514500,0
170,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Baleine,République de Suisse,500,0
171,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Bois divers,République de Suisse,17300,0
172,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Bois des îles,République de Suisse,147500,0
173,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,"Brai, goudron et résine",République de Suisse,22800,0
174,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Charbon de bois et de terre,République de Suisse,10500,0
175,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,"Chaux, plâtre et ciment",République de Suisse,53800,0
176,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Cire jaune et blanche,République de Suisse,37100,0
177,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Cuirs apprêtés,République de Suisse,77300,0
178,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Graines diverses,République de Suisse,14400,0
179,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1812.csv,Résumé,1812,Exports,Graines de jardin,République de Suisse,4300,0
