numrodeligne,dataentryby,source,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,remarks,quantit,quantit_marchandises,total_quantit,origine,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,unitdecompte,prixunitaire_unitdecomptelt,prixunitaire_unitdecomptesous,prixunitaire_unitdecomptedeniers,v19,probleme
30,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,3,Alambics,Allemagne,20,,,,,,0,,,,,,,,,,,
31,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,3,Ailes,Flandre,22,,,,,,0,,,,,,,,,,,
31,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,3,Alaya,Levant,22940,,,,,,0,,,,,,,,,,,
32,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,3,Ajustemens,Angleterre,1420,,,,,,0,,,,,,,,,,,
32,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,3,Aloës,Hollande,385.5,,,,,,2763,,,,,,,,,,,
33,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,3,Alaya,Guinee,400,,,,,,0,,,,,,,,,,,
33,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,3,Aloës,Levant,2377.5,,,,,,2763,,,,,,,,,,,
34,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,3,Alibania,Guinee,82720,,,,,,0,,,,,,,,,,,
34,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,3,Allumettes,Hollande,550.5,,,,,,684.5,,,,,,,,,,,
35,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,3,Alois,Iles,1680,,,,,,0,,,,,,,,,,,
35,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,3,Allumettes,Italie,65,,,,,,684.5,,,,,,,,,,,
36,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,3,Alun,Angleterre,3027,,,,,,41440,,,,,,,,,,,
36,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,3,Allumettes,Savoye,69,,,,,,684.5,,,,,,,,,,,
37,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,3,Alun,Danemark,61.25,,,,,,41440,,,,,,,,,,,
37,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,3,Alun,Allemagne,19699.8,,,,,,297571.7,,,,,,,,,,,
38,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,3,Alun,Espagne,7703,,,,,,41440,,,,,,,,,,,
38,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,3,Alun,Danemark,6965,,,,,,297571.7,,,,,,,,,,,
39,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,3,Alun,Flandre,271,,,,,,41440,,,,,,,,,,,
39,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,3,Alun,Espagne,288.9,,,,,,297571.7,,,,,,,,,,,
40,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,3,Alun,Hollande,151.8000030517578,,,,,,41440,,,,,,,,,,,
40,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,3,Alun,Hollande,51866.4,,,,,,297571.7,,,,,,,,,,,
41,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,3,Alun,Isles,299.25,,,,,,41440,,,,,,,,,,,
41,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,3,Alun,Italie,120280.8,,,,,,297571.7,,,,,,,,,,,
42,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,3,Alun,Italie,655.0499877929688,,,,,,41440,,,,,,,,,,,
42,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,3,Alun,Levant,53437.1,,,,,,297571.7,,,,,,,,,,,
43,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,3,Alun,Levant,9462.2001953125,,,,,,41440,,,,,,,,,,,
43,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,3,Alun,Nord,39949.3,,,,,,297571.7,,,,,,,,,,,
44,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,3,Alun,Nord,123.1999969482422,,,,,,41440,,,,,,,,,,,
44,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,3,Alun,Suede,5084.5,,,,,,297571.7,,,,,,,,,,,
45,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,3,Alun,Savoye,23.75,,,,,,41440,,,,,,,,,,,
45,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Amadou,Allemagne,2585,,,,,,3460,,,,,,,,,,,
46,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,3,Alun,Suisse,19662.5,,,,,,41440,,,,,,,,,,,
46,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Amadou,Italie,875,,,,,,3460,,,,,,,,,,,
47,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amadou,Allemagne,16.5,,,,,,0,,,,,,,,,,,
47,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Amandes ; cassees,Espagne,47940.8,,,,,,52353.5,,,,,,,,,,,
48,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amandes ; cassees,Flandre,490.5,,,,,,548376,,34066.8515625,,,,,,,,,
48,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Amandes ; en coques,Allemagne,1.2,,,,,,52353.5,,4412.7998046875,,,,,,,,,
49,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amandes ; cassees,Iles,400,,,,,,548376,,34066.8515625,,,,,,,,,
49,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Amandes ; en coques,Espagne,1098.8,,,,,,52353.5,,4412.7998046875,,,,,,,,,
50,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amandes ; cassees,Savoye,32711.349609375,,,,,,548376,,34066.8515625,,,,,,,,,
50,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Amandes ; en coques,Italie,3062.8,,,,,,52353.5,,4412.7998046875,,,,,,,,,
51,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amandes ; cassees,Suisse,465,,,,,,548376,,34066.8515625,,,,,,,,,
51,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Amandes ; en coques,Portugal,250,,,,,,52353.5,,4412.7998046875,,,,,,,,,
52,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amandes ; en coques,Allemagne,30,,,,,,548376,,514309.15625,,,,,,,,,
52,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Ambre,Hollande,16259,,,,,,31299,,,,,,,,,,,
53,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amandes ; en coques,Angleterre,4686.7001953125,,,,,,548376,,514309.15625,,,,,,,,,
53,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Ambre,Levant,12000,,,,,,31299,,,,,,,,,,,
54,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amandes ; en coques,Danemark,1964.599975585938,,,,,,548376,,514309.15625,,,,,,,,,
54,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Ambre,Nord,3040,,,,,,31299,,,,,,,,,,,
55,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amandes ; en coques,Espagne,15187.2001953125,,,,,,548376,,514309.15625,,,,,,,,,
55,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Amecons,Hollande,6034.5,,,,,,15807,,,,,,,,,,,
56,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amandes ; en coques,Flandre,53.40000152587891,,,,,,548376,,514309.15625,,,,,,,,,
56,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Amecons,Nord,9772.5,,,,,,15807,,,,,,,,,,,
57,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amandes ; en coques,Hollande,33861.80078125,,,,,,548376,,514309.15625,,,,,,,,,
57,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Amidon,Allemagne,12,,,,,,118196.7,,,,,,,,,,,
58,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amandes ; en coques,Isles,24316.30078125,,,,,,548376,,514309.15625,,,,,,,,,
58,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Amidon,Danemark,2151.1,,,,,,118196.7,,,,,,,,,,,
59,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amandes ; en coques,Italie,228789.75,,,,,,548376,,514309.15625,,,,,,,,,
59,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Amidon,Espagne,1933.2,,,,,,118196.7,,,,,,,,,,,
60,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amandes ; en coques,Levant,107966.203125,,,,,,548376,,514309.15625,,,,,,,,,
60,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Amidon,Hollande,19617.5,,,,,,118196.7,,,,,,,,,,,
61,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amandes ; en coques,Nord,85389.3984375,,,,,,548376,,514309.15625,,,,,,,,,
61,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Amidon,Italie,30,,,,,,118196.7,,,,,,,,,,,
62,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amandes ; en coques,Russie,136.5,,,,,,548376,,514309.15625,,,,,,,,,
62,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Amidon,Nord,94434.89999999999,,,,,,118196.7,,,,,,,,,,,
63,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amandes ; en coques,Savoye,11288,,,,,,548376,,514309.15625,,,,,,,,,
63,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Amidon,Savoye,18,,,,,,118196.7,,,,,,,,,,,
64,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amandes ; en coques,Suede,279.2999877929688,,,,,,548376,,514309.15625,,,,,,,,,
64,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,4,Anabas,Hollande,87000,,,,,,0,,,,,,,,,,,
65,Milewski,Montbret 155-1,Objet Général,1754,Imports,,,5,Anchois,Espagne,37085.8,,,,,,39987.1,,,,,,,,,,,
65,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amandes ; en coques,Suisse,360,,,,,,548376,,514309.15625,,,,,,,,,
66,Milewski,Montbret 155-1,Objet Général,1754,Imports,,,5,Anchois,Flandre,26.3,,,,,,39987.1,,,,,,,,,,,
66,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,ambre,Levant,200,,,,,,0,,,,,,,,,,,
67,Milewski,Montbret 155-1,Objet Général,1754,Imports,,,5,Anchois,Italie,2820,,,,,,39987.1,,,,,,,,,,,
67,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amecons,Guinee,60,,,,,,303.5,,,,,,,,,,,
68,Milewski,Montbret 155-1,Objet Général,1754,Imports,,,5,Anchois,Savoye,55,,,,,,39987.1,,,,,,,,,,,
68,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amecons,Isles,243.5,,,,,,303.5,,,,,,,,,,,
69,Milewski,Montbret 155-1,Objet Général,1754,Imports,,,5,Ancres ; de fer,Danemark,223,le total aurait du être 54030-15,,,,,54030.3,,,,,,,,,,,
69,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amidon,Allemagne,2942,,,,,,102784.1484375,,,,,,,,,,,
70,Milewski,Montbret 155-1,Objet Général,1754,Imports,,,5,Ancres ; de fer,Espagne,14296.1,,,,,,54030.3,,,,,,,,,,,
70,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amidon,Angleterre,2342.35009765625,,,,,,102784.1484375,,,,,,,,,,,
71,Milewski,Montbret 155-1,Objet Général,1754,Imports,,,5,Ancres ; de fer,Hollande,11170.9,,,,,,54030.3,,,,,,,,,,,
71,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amidon,Espagne,3777.60009765625,,,,,,102784.1484375,,,,,,,,,,,
72,Milewski,Montbret 155-1,Objet Général,1754,Imports,,,5,Ancres ; de fer,Italie,21620,,,,,,54030.3,,,,,,,,,,,
72,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amidon,Flandre,70662.3984375,,,,,,102784.1484375,,,,,,,,,,,
73,Milewski,Montbret 155-1,Objet Général,1754,Imports,,,5,Ancres ; de fer,Suede,6720.8,,,,,,54030.3,,,,,,,,,,,
73,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amidon,Isles,2499,,,,,,102784.1484375,,,,,,,,,,,
74,Milewski,Montbret 155-1,Objet Général,1754,Imports,,,5,Anis,Espagne,15932.8,,,,,,33798.7,,,,,,,,,,,
74,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amidon,Italie,10805.7998046875,,,,,,102784.1484375,,,,,,,,,,,
75,Milewski,Montbret 155-1,Objet Général,1754,Imports,,,5,Anis,Hollande,125.6,,,,,,33798.7,,,,,,,,,,,
75,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amidon,Levant,2061.800048828125,,,,,,102784.1484375,,,,,,,,,,,
76,Milewski,Montbret 155-1,Objet Général,1754,Imports,,,5,Anis,Italie,10664.8,,,,,,33798.7,,,,,,,,,,,
76,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amidon,Nord,32,,,,,,102784.1484375,,,,,,,,,,,
77,Milewski,Montbret 155-1,Objet Général,1754,Imports,,,5,Anis,Levant,7075.5,,,,,,33798.7,,,,,,,,,,,
77,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amidon,Portugal,6000,,,,,,102784.1484375,,,,,,,,,,,
78,Milewski,Montbret 155-1,Objet Général,1754,Imports,,,5,Anspects,Danemark,1471.8,,,,,,4904.8,,,,,,,,,,,
78,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amidon,Savoye,437.7999877929688,,,,,,102784.1484375,,,,,,,,,,,
79,Milewski,Montbret 155-1,Objet Général,1754,Imports,,,5,Anspects,Hollande,90,,,,,,4904.8,,,,,,,,,,,
79,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Amidon,Suisse,1223.400024414063,,,,,,102784.1484375,,,,,,,,,,,
80,Milewski,Montbret 155-1,Objet Général,1754,Imports,,,5,Anspects,Nord,300,,,,,,4904.8,,,,,,,,,,,
80,Saadia Mai,Montbret 155-1,Objet Général,1754,Exports,,,4,Anabas,Guinee,268490,,,,,,0,,,,,,,,,,,
81,Milewski,Montbret 155-1,Objet Général,1754,Exports,,,5,Anchois,Allemagne,6,,,,,,16774.30078125,,,,,,,,,,,
81,Milewski,Montbret 155-1,Objet Général,1754,Imports,,,5,Anspects,Russie,2766,,,,,,4904.8,,,,,,,,,,,
82,Milewski,Montbret 155-1,Objet Général,1754,Exports,,,5,Anchois,Angleterre,364.0499877929688,,,,,,16774.30078125,,,,,,,,,,,
82,Milewski,Montbret 155-1,Objet Général,1754,Imports,,,5,Anspects,Suede,277,,,,,,4904.8,,,,,,,,,,,
83,Milewski,Montbret 155-1,Objet Général,1754,Exports,,,5,Anchois,Danemark,125.5999984741211,,,,,,16774.30078125,,,,,,,,,,,
83,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,6,Antimoine,Hollande,109.1,,,,,,110.6,,,,,,,,,,,
84,Milewski,Montbret 155-1,Objet Général,1754,Exports,,,5,Anchois,Espagne,322,,,,,,16774.30078125,,,,,,,,,,,
84,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,6,Antimoine,Suisse,1.5,,,,,,110.6,,,,,,,,,,,
85,Milewski,Montbret 155-1,Objet Général,1754,Exports,,,5,Anchois,Flandre,399,,,,,,16774.30078125,,,,,,,,,,,
85,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,6,Antolphe,Hollande,348,,,,,,0,,,,,,,,,,,
86,Milewski,Montbret 155-1,Objet Général,1754,Exports,,,5,Anchois,Guinée,240,,,,,,16774.30078125,,,,,,,,,,,
86,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,6,Apioa,Hollande,117,,,,,,0,,,,,,,,,,,
87,Milewski,Montbret 155-1,Objet Général,1754,Exports,,,5,Anchois,Hollande,2150,,,,,,16774.30078125,,,,,,,,,,,
87,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,6,Arbres à planter,Angleterre,24,,,,,,4637,,,,,,,,,,,
88,Milewski,Montbret 155-1,Objet Général,1754,Exports,,,5,Anchois,Isles,7297,,,,,,16774.30078125,,,,,,,,,,,
88,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,6,Arbres à planter,Flandre,223,,,,,,4637,,,,,,,,,,,
89,Milewski,Montbret 155-1,Objet Général,1754,Exports,,,5,Anchois,Nord,1643.5,,,,,,16774.30078125,,,,,,,,,,,
89,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,6,Arbres à planter,Hollande,100,,,,,,4637,,,,,,,,,,,
90,Milewski,Montbret 155-1,Objet Général,1754,Exports,,,5,Anchois,Russie,1030.800048828125,,,,,,16774.30078125,,,,,,,,,,,
90,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,6,Arbres à planter,Italie,4290,,,,,,4637,,,,,,,,,,,
91,Milewski,Montbret 155-1,Objet Général,1754,Exports,,,5,Anchois,Savoye,2589,,,,,,16774.30078125,,,,,,,,,,,
91,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,6,Arcenic,Hollande,4244.7,,,,,,7295.3,,,,,,,,,,,
92,Milewski,Montbret 155-1,Objet Général,1754,Exports,,,5,Anchois,Suede,353.1000061035156,,,,,,16774.30078125,,,,,,,,,,,
92,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,6,Arcenic,Nord,3050.6,,,,,,7295.3,,,,,,,,,,,
93,Milewski,Montbret 155-1,Objet Général,1754,Exports,,,5,Anchois,Suisse,254.25,,,,,,16774.30078125,,,,,,,,,,,
93,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,6,Ardoises,Allemagne,42675,,,,,,48116,,,,,,,,,,,
94,Milewski,Montbret 155-1,Objet Général,1754,Exports,,,5,Ancres ; de fer,Angleterre,125,,,,,,8844.25,,,,,,,,,,,
94,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,6,Ardoises,Angleterre,1080,,,,,,48116,,,,,,,,,,,
95,Milewski,Montbret 155-1,Objet Général,1754,Exports,,,5,Ancres ; de fer,Espagne,2740.5,,,,,,8844.25,,,,,,,,,,,
95,Saadia Mai,Montbret 155-1,Objet Général,1754,Imports,,,6,Ardoises,Flandre,4125,,,,,,48116,,,,,,,,,,,
96,Milewski,Montbret 155-1,Objet Général,1754,Exports,,,5,Ancres ; de fer,Isles,4655,,,,,,8844.25,,,,,,,,,,,
