Numéro de ligne,Data entry by,Source,Year,Import-Export,Sheet,Marchandises,Marchandise-Normalisée,Pays,Quantités,Leur Valeur,Leur Valeur (sub-total 1),,Leur Valeur (sub-total 2),Total,Remarks
19,Muhammed Shahban,Montbret 849,1772,Import,7,Ailor,,Espagne,49 500,5 310,,,,6 616,
20,Muhammed Shahban,Montbret 849,1772,Import,7,Ailor,,Genes,26 306,1 306,,,,6 616,
21,Muhammed Shahban,Montbret 849,1772,Import,7,Aloès,,Flandre,990,1 485,,,,11 976,
22,Muhammed Shahban,Montbret 849,1772,Import,7,Aloès,,Hollande,3 537,10 491,,,,11 976,
23,Muhammed Shahban,Montbret 849,1772,Import,7,Alun,,Allemagne,27 600,6 240,,,,835 121,
24,Muhammed Shahban,Montbret 849,1772,Import,7,Alun,,Angleiesze,730 872,146 174,,,,835 121,
25,Muhammed Shahban,Montbret 849,1772,Import,7,Alun,,Espagne,682 042,136 408,,,,835 121,
26,Muhammed Shahban,Montbret 849,1772,Import,7,Alun,,Flandre,53 490,10 698,,,,835 121,
27,Muhammed Shahban,Montbret 849,1772,Import,7,Alun,,Hollande,107 936,22 368,,,,835 121,
28,Muhammed Shahban,Montbret 849,1772,Import,7,Alun,,Italie,1 099 710,219 942,,,,835 121,
29,Muhammed Shahban,Montbret 849,1772,Import,7,Alun,,Genes,45 505,9 101,,,,835 121,
30,Muhammed Shahban,Montbret 849,1772,Import,7,Alun,,Levant,846 130,169 226,,,,835 121,
31,Muhammed Shahban,Montbret 849,1772,Import,7,Alun,,Nord,86 166,16 831,,,,835 121,
32,Muhammed Shahban,Montbret 849,1772,Import,7,Alun,,Suede,494 242,98 133,,,,835 121,
33,Muhammed Shahban,Montbret 849,1772,Import,8,Amadou,,Allemagne,92 201,31 970,,,,35 716,
34,Muhammed Shahban,Montbret 850,1772,Import,8,Amadou,,Hollande,1 310,1 310,,,,35 716,
35,Muhammed Shahban,Montbret 851,1772,Import,8,Amadou,,Naples,3 480,2 436,,,,35 716,
36,Muhammed Shahban,Montbret 852,1772,Import,8,Amandes,,Espagne,573 574,21 947,,,,533 727,
37,Muhammed Shahban,Montbret 853,1772,Import,8,Amandes,,Flandre,1 820,1 092,,,,533 727,
38,Muhammed Shahban,Montbret 854,1772,Import,8,Amandes,,Hollande,54 583,32 749,,,,533 727,
39,Muhammed Shahban,Montbret 855,1772,Import,8,Amandes,,Naples,126 210,25 242,,,,533 727,
40,Muhammed Shahban,Montbret 856,1772,Import,8,Amandes,,Genes,55 950,11 190,,,,533 727,
41,Muhammed Shahban,Montbret 857,1772,Import,8,Amandes,,Levant,1 213 640,24 478,,,,533 727,
42,Muhammed Shahban,Montbret 858,1772,Import,8,Amandes,,Savoye,6 245,1 240,,,,533 727,
43,Muhammed Shahban,Montbret 859,1772,Import,8,Ambre,,Isles,90,,,,,4 500,No value given
44,Muhammed Shahban,Montbret 860,1772,Import,8,Amecons,,Espagne,3 401,,,,,2 149,No value given
45,Muhammed Shahban,Montbret 861,1772,Import,8,Amidon,,Hollande,7 508,2 528,,,,78 206,
46,Muhammed Shahban,Montbret 862,1772,Import,8,Amidon,,Nord,25 260,75 678,,,,78 206,
47,Muhammed Shahban,Montbret 863,1772,Import,8,Anchois,,Espagne,80 125,16 025,,,,18 147,
48,Muhammed Shahban,Montbret 864,1772,Import,8,Anchois,,Flandre,2 830,2 122,,,,18 147,
49,Muhammed Shahban,Montbret 865,1772,Import,8,Anis,,Espagne,74 680,19 917,,,,23 979,
50,Muhammed Shahban,Montbret 866,1772,Import,8,Anis,,Hollande,1 625,4 062,,,,23 979,
51,Muhammed Shahban,Montbret 867,1772,Import,8,Antimoine,,Hollande,4 470,1 117,,,,2 298,
52,Muhammed Shahban,Montbret 868,1772,Import,8,Antimoine,,Italie,3 525,1 181,,,,2 298,
53,Muhammed Shahban,Montbret 869,1772,Import,8,Arcenic,,Hollande,12 520,3 129,,,,6 505,
54,Muhammed Shahban,Montbret 870,1772,Import,8,Arcenic,,Nord,13 505,3 376,,,,6 505,
55,Muhammed Shahban,Montbret 871,1772,Import,8,Ardoises,,Espagne,61 060,,,,,3 053,
56,Annick Davis,Montbret 849,1772,Import,9,Argent ; en lingots,,Nord,165,15 840,,,,149 646,
57,Annick Davis,Montbret 849,1772,Import,9,Argent ; en nionnoye,,Nord,,2 250,,,,149 646,No quantity given
58,Annick Davis,Montbret 849,1772,Import,9,Argent ; vif,,Allemagne,15 550,62 200,131 556,,,149 646,
59,Annick Davis,Montbret 849,1772,Import,9,Argent ; vif,,Hollande,1 660,7 276,131 556,,,149 646,
60,Annick Davis,Montbret 849,1772,Import,9,Argent ; vif,,Naples,12 160,60 800,131 556,,,149 646,
61,Annick Davis,Montbret 849,1772,Import,9,Argent ; vif,,Nord,320,1 280,131 556,,,149 646,
62,Annick Davis,Montbret 849,1772,Import,9,Argenterie,,Allemagne,2 102,113 520,,,,158 627,
63,Annick Davis,Montbret 849,1772,Import,9,Argenterie,,Angleterre,932,18 119,,,,158 627,
64,Annick Davis,Montbret 849,1772,Import,9,Argenterie,,Danemark,132,6 600,,,,158 627,
65,Annick Davis,Montbret 849,1772,Import,9,Argenterie,,Flandre,28,1 388,,,,158 627,
66,Annick Davis,Montbret 849,1772,Import,9,Argenterie,,Hollande,320,16 000,,,,158 627,
67,Annick Davis,Montbret 849,1772,Import,9,Argenterie,,Venise,60,3 000,,,,158 627,
68,Annick Davis,Montbret 849,1772,Import,9,Armes ; blanches,,Allemagne,18 180,46 386,52 687,,,430 920,
69,Annick Davis,Montbret 849,1772,Import,9,Armes ; blanches,,Hollande,3 300,6 271,52 687,,,430 920,
70,Annick Davis,Montbret 849,1772,Import,9,Armes ; à feu,,Allemagne,107 134,321 402,378 263,,,430 920,
71,Annick Davis,Montbret 849,1772,Import,9,Armes ; à feu,,Hollande,1 550,,,,,430 920,Two quantities for Holland
72,Annick Davis,Montbret 849,1772,Import,9,Armes ; à feu,,Hollande,38 581,50 981,378 263,,,430 920,Two quantities for Holland
73,Annick Davis,Montbret 849,1772,Import,9,Armes ; à feu,,Nord,1 960,5 880,378 263,,,430 920,
74,Annick Davis,Montbret 849,1772,Import,9,Arquifou,,Angleterre,530 040,79 506,,,,87 241,
75,Annick Davis,Montbret 849,1772,Import,9,Arquifou,,Hollande,7 680,1 152,,,,87 241,
76,Annick Davis,Montbret 849,1772,Import,9,Arquifou,,Nord,10 450,1 610,,,,87 241,
77,Annick Davis,Montbret 849,1772,Import,9,Arquifou,,Savoye,33 157,4 973,,,,87 241,
78,Annick Davis,Montbret 849,1772,Import,9,Asnes,,Savoye,53,,,,,1 590,No value given
79,Annick Davis,Montbret 849,1772,Import,9,Assafelida,,Hollande,1 370,2 740,,,,5 350,
80,Annick Davis,Montbret 849,1772,Import,9,Assafelida,,Levant,1 740,2 610,,,,5 350,
81,Annick Davis,Montbret 849,1772,Import,9,Avirons,,Danemark,1 213,4 100,,,,61 422,
82,Annick Davis,Montbret 849,1772,Import,9,Avirons,,Espagne,1 660,20 694,,,,61 422,
83,Annick Davis,Montbret 849,1772,Import,9,Avirons,,Naples,2 640,15 840,,,,61 422,
84,Annick Davis,Montbret 849,1772,Import,9,Avirons,,Venise,3 231,19 386,,,,61 422,
85,Annick Davis,Montbret 849,1772,Import,9,Avirons,,Nord,561,1 402,,,,61 422,
86,Annick Davis,Montbret 849,1772,Import,10,Avoine,,Espagne,2 331,37 300,,,,154 937,
87,Annick Davis,Montbret 849,1772,Import,10,Avoine,,Flandre,1 266 840,63 342,,,,154 937,
88,Annick Davis,Montbret 849,1772,Import,10,Avoine,,Italie,220,3 520,,,,154 937,
89,Annick Davis,Montbret 849,1772,Import,10,Avoine,,Nord,512 301,50 775,,,,154 937,
90,Annick Davis,Montbret 849,1772,Import,10,Azur,,Allemagne,3 615,2 169,,,,185 579,
91,Annick Davis,Montbret 849,1772,Import,10,Azur,,Flandre,4 680,3 042,,,,185 579,
92,Annick Davis,Montbret 849,1772,Import,10,Azur,,Hollande,208 831,148 491,,,,185 579,
93,Annick Davis,Montbret 849,1772,Import,10,Azur,,Nord,38 553,31 877,,,,185 579,
94,Annick Davis,Montbret 849,1772,Import,10,Badiane,,Hollande,600,,,,,2 400,No value given
95,Annick Davis,Montbret 849,1772,Import,10,Baguettes ; de fusils,,Italie,666,,,,,3 996,No value given
96,Annick Davis,Montbret 849,1772,Import,10,Balais,,Espagne,26 386,35 572,,,,43 113,
97,Annick Davis,Montbret 849,1772,Import,10,Balais,,Flandre,14 536,1 090,,,,43 113,
98,Annick Davis,Montbret 849,1772,Import,10,Balais,,Italie,68 142,6 451,,,,43 113,
99,Annick Davis,Montbret 849,1772,Import,10,Baleine ; coupée,,Flandre,620,3 100,137 596,,,562 402,
100,Annick Davis,Montbret 849,1772,Import,10,Baleine ; coupée,,Hollande,31 705,129 490,137 596,,,562 402,
101,Annick Davis,Montbret 849,1772,Import,10,Baleine ; coupée,,Genes,400,1 600,137 596,,,562 402,
102,Annick Davis,Montbret 849,1772,Import,10,Baleine ; coupée,,Nord,757,3 406,137 596,,,562 402,
103,Annick Davis,Montbret 849,1772,Import,10,Baleine ; en fanon,,Espagne,20 160,50 400,424 806,,,562 402,
104,Annick Davis,Montbret 849,1772,Import,10,Baleine ; en fanon,,Flandre,8 575,17 150,424 806,,,562 402,
105,Annick Davis,Montbret 849,1772,Import,10,Baleine ; en fanon,,Hollande,55 361,131 208,424 806,,,562 402,
106,Annick Davis,Montbret 849,1772,Import,10,Baleine ; en fanon,,Nord,6 655,10 648,424 806,,,562 402,
107,Annick Davis,Montbret 849,1772,Import,10,Baleine ; en fanon,,Portugal,86 160,215 400,424 806,,,562 402,
108,Annick Davis,Montbret 849,1772,Import,10,Bas ; de fil à coton,,Allemagne,74,2 664,285 351,,,311 571,
109,Annick Davis,Montbret 849,1772,Import,10,Bas ; de fil à coton,,Espagne,250,1 250,285 351,,,311 571,
110,Annick Davis,Montbret 849,1772,Import,10,Bas ; de fil à coton,,Genève,115,,285 351,,,311 571,Two quantities for Genève
111,Annick Davis,Montbret 849,1772,Import,10,Bas ; de fil à coton,,Genève,422,4 579,285 351,,,311 571,Two quantities for Genève
112,Annick Davis,Montbret 849,1772,Import,10,Bas ; de fil à coton,,Italie,28 775,143 875,285 351,,,311 571,
113,Annick Davis,Montbret 849,1772,Import,10,Bas ; de fil à coton,,Naples,1 885,9 425,285 351,,,311 571,
114,Annick Davis,Montbret 849,1772,Import,10,Bas ; de fil à coton,,Genes,2 708,13 540,285 351,,,311 571,
115,Annick Davis,Montbret 849,1772,Import,10,Bas ; de fil à coton,,Venise,200,1 000,285 351,,,311 571,
116,Annick Davis,Montbret 849,1772,Import,10,Bas ; de fil à coton,,Levant,4 560,22 800,285 351,,,311 571,
117,Annick Davis,Montbret 849,1772,Import,10,Bas ; de fil à coton,,Savoye,12 285,60 406,285 351,,,311 571,
118,Annick Davis,Montbret 849,1772,Import,10,Bas ; de fil à coton,,Suisse,1 153,25 812,285 351,,,311 571,
119,Annick Davis,Montbret 849,1772,Import,11,Bas ; de laine,,Espagne,305,3 660,6 060,,,311 571,
120,Annick Davis,Montbret 849,1772,Import,11,Bas ; de laine,,Italie,400,2 400,6 060,,,311 571,
121,Annick Davis,Montbret 849,1772,Import,11,Bas ; de soye,,Italie,30,2 160,20 160,,,311 571,
122,Annick Davis,Montbret 849,1772,Import,11,Bas ; de soye,,Genes,450,18 000,20 160,,,311 571,
123,Annick Davis,Montbret 849,1772,Import,11,Batteaux ; neufs,,Espagne,5,,,,,1 700,No value given
124,Annick Davis,Montbret 849,1772,Import,11,Baume,,Hollande,372,,,,,2 160,No value given
125,Annick Davis,Montbret 849,1772,Import,11,Bergamottes,,Italie,6 000,,,,,3 000,No value given
126,Annick Davis,Montbret 849,1772,Import,11,Beufs ; salé,,Angleterre,22 494,,2 427 843,,,2 665 129,Two quantities for Angleterre
127,Annick Davis,Montbret 849,1772,Import,11,Beufs ; salé,,Angleterre,14 350 831,2 391 843,2 427 843,,,2 665 129,Two quantities for Angleterre
128,Annick Davis,Montbret 849,1772,Import,11,Beufs ; salé,,Espagne,200,8 000,2 427 843,,,2 665 129,
129,Annick Davis,Montbret 849,1772,Import,11,Beufs ; salé,,Hollande,20 000,2 000,2 427 843,,,2 665 129,
130,Annick Davis,Montbret 849,1772,Import,11,Beufs ; salé,,Genes,620,24 800,2 427 843,,,2 665 129,
131,Annick Davis,Montbret 849,1772,Import,11,Beufs ; salé,,Savoye,4 000,1 200,2 427 843,,,2 665 129,
132,Annick Davis,Montbret 849,1772,Import,11,Beufs ; fumé,,Hollande,10 425,4 170,8 646,,,2 665 129,
133,Annick Davis,Montbret 849,1772,Import,11,Beufs ; fumé,,Nord,5 520,4 476,8 646,,,2 665 129,
134,Annick Davis,Montbret 849,1772,Import,11,Beufs ; en vie,,Allemagne,1 034,107 860,228 640,,,2 665 129,
135,Annick Davis,Montbret 849,1772,Import,11,Beufs ; en vie,,Flandre,129,23 400,228 640,,,2 665 129,
136,Annick Davis,Montbret 849,1772,Import,11,Beufs ; en vie,,Savoye,597,71 640,228 640,,,2 665 129,
137,Annick Davis,Montbret 849,1772,Import,11,Beufs ; en vie,,Suisse,285,25 740,228 640,,,2 665 129,
138,Annick Davis,Montbret 849,1772,Import,12,Beurre ; ordinaire,,Angleterre,2 572 396,1 506 748,1 876 426,,,1 876 426,
139,Annick Davis,Montbret 849,1772,Import,12,Beurre ; ordinaire,,Espagne,2 000,1 000,1 876 426,,,1 876 426,
140,Annick Davis,Montbret 849,1772,Import,12,Beurre ; ordinaire,,Flandre,27 143,15 931,1 876 426,,,1 876 426,
141,Annick Davis,Montbret 849,1772,Import,12,Beurre ; ordinaire,,Hollande,664 685,332 047,1 876 426,,,1 876 426,
142,Annick Davis,Montbret 849,1772,Import,12,Beurre ; ordinaire,,Levant,6 670,2 334,1 876 426,,,1 876 426,
143,Annick Davis,Montbret 849,1772,Import,12,Beurre ; ordinaire,,Savoye,40 689,18 366,1 876 426,,,1 876 426,
144,Annick Davis,Montbret 849,1772,Import,12,Bierre,,Allemagne,32,1 280,,,,133 022,
145,Annick Davis,Montbret 849,1772,Import,12,Bierre,,Hollande,4 163,128 542,,,,133 022,
146,Annick Davis,Montbret 849,1772,Import,12,Bierre,,Italie,30,1 200,,,,133 022,
147,Annick Davis,Montbret 849,1772,Import,12,Bierre,,Savoye,50,2 000,,,,133 022,
148,Annick Davis,Montbret 849,1772,Import,12,Bijouteries,,Flandre,,1 255,,,,4 020,No quantity given
149,Annick Davis,Montbret 849,1772,Import,12,Bijouteries,,Savoye,,2 765,,,,4 020,No quantity given
150,Annick Davis,Montbret 849,1772,Import,12,Blanc ; de plomb,,Hollande,9 592,,,,,2 398,No value given
151,Annick Davis,Montbret 849,1772,Import,12,Bles ; froment,,Angleterre,2 415,57 960,7 410 440,,,7 603 840,
152,Annick Davis,Montbret 849,1772,Import,12,Bles ; froment,,Danemark,2 800,3 920,7 410 440,,,7 603 840,
153,Annick Davis,Montbret 849,1772,Import,12,Bles ; froment,,Espagne,89 240,11 155,7 410 440,,,7 603 840,
154,Annick Davis,Montbret 849,1772,Import,12,Bles ; froment,,Flandre,11 275,1 127,7 410 440,,,7 603 840,
155,Annick Davis,Montbret 849,1772,Import,12,Bles ; froment,,Hollande,3 537,,7 410 440,,,7 603 840,
156,Annick Davis,Montbret 849,1772,Import,12,Bles ; froment,,Hollande,46 437,152 305,7 410 440,,,7 603 840,
157,Annick Davis,Montbret 849,1772,Import,12,Bles ; froment,,Italie,47 476,,7 410 440,,,7 603 840,
158,Annick Davis,Montbret 849,1772,Import,12,Bles ; froment,,Italie,1 888 272,1 422 664,7 410 440,,,7 603 840,
159,Annick Davis,Montbret 849,1772,Import,12,Bles ; froment,,Naples,48 590,1 166 160,7 410 440,,,7 603 840,
160,Annick Davis,Montbret 849,1772,Import,12,Bles ; froment,,Genes,6 114,146 748,7 410 440,,,7 603 840,
161,Annick Davis,Montbret 849,1772,Import,12,Bles ; froment,,Venise,3 000,120 000,7 410 440,,,7 603 840,
162,Annick Davis,Montbret 849,1772,Import,12,Bles ; froment,,Levant,111 644,2 679 456,7 410 440,,,7 603 840,
163,Annick Davis,Montbret 849,1772,Import,12,Bles ; froment,,Nord,3 968,,7 410 440,,,7 603 840,
164,Annick Davis,Montbret 849,1772,Import,12,Bles ; froment,,Nord,1 860 536,422 456,7 410 440,,,7 603 840,
165,Annick Davis,Montbret 849,1772,Import,12,Bles ; froment,,Russie,1 666,,7 410 440,,,7 603 840,
166,Annick Davis,Montbret 849,1772,Import,12,Bles ; froment,,Russie,330 475,107 949,7 410 440,,,7 603 840,
167,Annick Davis,Montbret 849,1772,Import,12,Bles ; froment,,Savoye,29 685,1 068 654,7 410 440,,,7 603 840,
168,Annick Davis,Montbret 849,1772,Import,12,Bles ; froment,,Suède,427 595,49 886,7 410 440,,,7 603 840,
169,Annick Davis,Montbret 849,1772,Import,13,Bles ; seigle,,Danemark,25 011,2 501,193 400,,,7 603 840,
170,Annick Davis,Montbret 849,1772,Import,13,Bles ; seigle,,Hollande,489 000,46 593,193 400,,,7 603 840,
171,Annick Davis,Montbret 849,1772,Import,13,Bles ; seigle,,Nord,1 469 300,133 572,193 400,,,7 603 840,
172,Annick Davis,Montbret 849,1772,Import,13,Bles ; seigle,,Savoye,14 900,1 117,193 400,,,7 603 840,
173,Annick Davis,Montbret 849,1772,Import,13,Bles ; seigle,,Suède,132 234,9 617,193 400,,,7 603 840,
174,Annick Davis,Montbret 849,1772,Import,13,Bleu ; ordinaire,,Hollande,3 084,3 084,,,,8 784,
175,Annick Davis,Montbret 849,1772,Import,13,Bleu ; de Prusse,,Allemagne,345,2 700,5 700,,,8 784,
176,Annick Davis,Montbret 849,1772,Import,13,Bleu ; de Prusse,,Savoye,200,3 000,5 700,,,8 784,
177,Annick Davis,Montbret 849,1772,Import,13,Bois ; d'acajou,,Isles,12 932,18 492,,,,2 277 925,
178,Annick Davis,Montbret 849,1772,Import,13,Bois ; d'amarante,,Portugal,24 210,2 421,,,,2 277 925,
179,Annick Davis,Montbret 849,1772,Import,13,Bois ; à bâtir,,Allemagne,404,50 054,,,,2 277 925,
180,Annick Davis,Montbret 849,1772,Import,13,Bois ; blanc,,Allemagne,326,2 902,,,,2 277 925,
181,Annick Davis,Montbret 849,1772,Import,13,Bois ; bourdillons,,Nord,16 000,24 000,,,,2 277 925,
182,Annick Davis,Montbret 849,1772,Import,13,Bois ; de brezil,,Hollande,8 686,5 645,98 717,,,2 277 925,
183,Annick Davis,Montbret 849,1772,Import,13,Bois ; de brezil,,Genes,19 000,3 800,98 717,,,2 277 925,
184,Annick Davis,Montbret 849,1772,Import,13,Bois ; de brezil,,Portugal,446 360,89 272,98 717,,,2 277 925,
185,Annick Davis,Montbret 849,1772,Import,13,Bois ; à brûler,,Allemagne,263,10 552,28 100,,,2 277 925,
186,Annick Davis,Montbret 849,1772,Import,13,Bois ; à brûler,,Naples,20 000,3 000,28 100,,,2 277 925,
187,Annick Davis,Montbret 849,1772,Import,13,Bois ; à brûler,,Genes,1 448 700,10 865,28 100,,,2 277 925,
188,Annick Davis,Montbret 849,1772,Import,13,Bois ; à brûler,,Savoye,153,3 683,28 100,,,2 277 925,
189,Annick Davis,Montbret 849,1772,Import,13,Bois ; de buis,,Hollande,72 190,10 828,12 292,,,2 277 925,
190,Annick Davis,Montbret 849,1772,Import,13,Bois ; de buis,,Levant,20 925,1 464,12 292,,,2 277 925,
191,Annick Davis,Montbret 849,1772,Import,13,Bois de catiatour,,Hollande,10 521,3 635,,,,2 277 925,
192,Annick Davis,Montbret 849,1772,Import,13,Bois ; de campêche,,Angleterre,564 100,84 045,574 664,,,2 277 925,
193,Annick Davis,Montbret 849,1772,Import,13,Bois ; de campêche,,Espagne,849 410,125 347,574 664,,,2 277 925,
194,Annick Davis,Montbret 849,1772,Import,13,Bois ; de campêche,,Flandre,10 150,1 218,574 664,,,2 277 925,
195,Annick Davis,Montbret 849,1772,Import,13,Bois ; de campêche,,Hollande,113 776,15 388,574 664,,,2 277 925,
196,Annick Davis,Montbret 849,1772,Import,13,Bois ; de campêche,,Nord,93 840,18 768,574 664,,,2 277 925,
197,Annick Davis,Montbret 849,1772,Import,13,Bois ; de campêche,,Portugal,56 000,11 200,574 664,,,2 277 925,
198,Annick Davis,Montbret 849,1772,Import,13,Bois ; de campêche,,Savoye,48 700,9 740,574 664,,,2 277 925,
199,Annick Davis,Montbret 849,1772,Import,13,Bois ; de campêche,,Isles,2 913 069,308 958,574 664,,,2 277 925,
200,Annick Davis,Montbret 849,1772,Import,13,Bois ; de chesne,,Danemark,436,2 180,,,,2 277 925,
201,Annick Davis,Montbret 849,1772,Import,14,Bois ; de construction,,Italie,324,1 620,231 122,,,2 277 925,
202,Annick Davis,Montbret 849,1772,Import,14,Bois ; de construction,,Genes,2 683,,231 122,,,2 277 925,
203,Annick Davis,Montbret 849,1772,Import,14,Bois ; de construction,,Genes,29 307,229 502,231 122,,,2 277 925,
204,Annick Davis,Montbret 849,1772,Import,14,Bois ; de couleur,,Isles,5 330,1 332,,,,2 277 925,
205,Annick Davis,Montbret 849,1772,Import,14,Bois ; pour cribles,,Genes,16 200,2 430,,,,2 277 925,
206,Annick Davis,Montbret 849,1772,Import,14,Bois ; d'ébenne,,Indes,327,2 616,,,,2 277 925,
207,Annick Davis,Montbret 849,1772,Import,14,Bois ; de ferrambourg,,Hollande,11 995,5 997,163 671,,,2 277 925,
208,Annick Davis,Montbret 849,1772,Import,14,Bois ; de ferrambourg,,Portugal,352 214,157 674,163 671,,,2 277 925,
209,Annick Davis,Montbret 849,1772,Import,14,Bois ; fustel,,Italie,10 625,1 305,5 382,,,2 277 925,
210,Annick Davis,Montbret 849,1772,Import,14,Bois ; fustel,,Savoye,45 305,4 077,5 382,,,2 277 925,
211,Annick Davis,Montbret 849,1772,Import,14,Bois ; de gayac,,Isles,33 499,1 301,,,,2 277 925,
212,Annick Davis,Montbret 849,1772,Import,14,Bois ; de jaracunda,,Portugal,14 275,1 427,,,,2 277 925,
213,Annick Davis,Montbret 849,1772,Import,14,Bois ; jaune,,Flandre,12 460,1 246,10 232,,,2 277 925,
214,Annick Davis,Montbret 849,1772,Import,14,Bois ; jaune,,Hollande,61 295,6 476,10 232,,,2 277 925,
215,Annick Davis,Montbret 849,1772,Import,14,Bois ; jaune,,Isles,25 100,2 510,10 232,,,2 277 925,
216,Annick Davis,Montbret 849,1772,Import,14,Bois ; merrain,,Allemagne,85 356,11 750,318 453,,,2 277 925,
217,Annick Davis,Montbret 849,1772,Import,14,Bois ; merrain,,Danemark,7 045,2 113,318 453,,,2 277 925,
218,Annick Davis,Montbret 849,1772,Import,14,Bois ; merrain,,Flandre,12 200,1 830,318 453,,,2 277 925,
219,Annick Davis,Montbret 849,1772,Import,14,Bois ; merrain,,Hollande,129 500,,318 453,,,2 277 925,
220,Annick Davis,Montbret 849,1772,Import,14,Bois ; merrain,,Hollande,2 395,57 950,318 453,,,2 277 925,
221,Annick Davis,Montbret 849,1772,Import,14,Bois ; merrain,,Italie,1 471,7 355,318 453,,,2 277 925,
222,Annick Davis,Montbret 849,1772,Import,14,Bois ; merrain,,Naples,11 406,57 030,318 453,,,2 277 925,
223,Annick Davis,Montbret 849,1772,Import,14,Bois ; merrain,,Genes,4 307,21 538,318 453,,,2 277 925,
224,Annick Davis,Montbret 849,1772,Import,14,Bois ; merrain,,Venise,874,4 370,318 453,,,2 277 925,
225,Annick Davis,Montbret 849,1772,Import,14,Bois ; merrain,,Levant,225,1 125,318 453,,,2 277 925,
226,Annick Davis,Montbret 849,1772,Import,14,Bois ; merrain,,Nord,217 960,70 289,318 453,,,2 277 925,
227,Annick Davis,Montbret 849,1772,Import,14,Bois ; merrain,,Savoye,527,2 635,318 453,,,2 277 925,
228,Annick Davis,Montbret 849,1772,Import,14,Bois ; merrain,,Suède,712 440,80 468,318 453,,,2 277 925,
229,Annick Davis,Montbret 849,1772,Import,14,Bois ; d'orme,,Genes,3 768,15 072,,,,2 277 925,
230,Annick Davis,Montbret 849,1772,Import,14,Bois ; ouvré,,Allemagne,174,9 144,,,,2 277 925,
231,Annick Davis,Montbret 849,1772,Import,14,Bois ; de palissandre ,,Portugal,65 225,6 522,,,,2 277 925,
232,Annick Davis,Montbret 849,1772,Import,14,Bois ; rouge,,Indes,658 520,32 926,,,,2 277 925,
233,Annick Davis,Montbret 849,1772,Import,14,Bois ; de roze,,Portugal,120 210,27 138,,,,2 277 925,
234,Annick Davis,Montbret 849,1772,Import,14,Bois ; de Ste Marthe,,Flandre,39 540,11 862,42 868,,,2 277 925,
235,Annick Davis,Montbret 849,1772,Import,14,Bois ; de Ste Marthe,,Hollande,105 034,31 006,42 868,,,2 277 925,
236,Annick Davis,Montbret 849,1772,Import,14,Bois ; de sandal,,Hollande,110 805,24 477,,,,2 277 925,
237,Annick Davis,Montbret 849,1772,Import,14,Bois ; de sapan,,Indes,19 980,4 995,,,,2 277 925,
238,Annick Davis,Montbret 849,1772,Import,14,Bois ; scié,,Allemagne,227 121,454 242,456 644,,,2 277 925,
239,Annick Davis,Montbret 849,1772,Import,14,Bois ; scié,,Hollande,2 402,2 402,456 644,,,2 277 925,
240,Annick Davis,Montbret 849,1772,Import,14,Bois ; à teindre,,Allemagne,89 150,9 202,83 450,,,2 277 925,
241,Annick Davis,Montbret 849,1772,Import,14,Bois ; à teindre,,Hollande,416 326,58 147,83 450,,,2 277 925,
242,Annick Davis,Montbret 849,1772,Import,14,Bois ; à teindre,,Isles,134 175,16 101,83 450,,,2 277 925,
